Date,Price,Open,High,Low,Change %,200EMA,20EMA,toZone,kt_score,bs_score
12/04/2006,1.3321,1.3334,1.3369,1.3282,-0.11%,1.2637,1.3016,0.11034,16.539624925766645,66.56235778940284
12/01/2006,1.3336,1.3243,1.335,1.3217,0.72%,1.2631,1.2983,0.11184,17.9460489272421,0.0
11/30/2006,1.3241,1.3154,1.3275,1.3141,0.71%,1.2624,1.2946,0.10234,11.642070309587814,2.987997410515345
11/29/2006,1.3148,1.3199,1.322,1.3131,-0.40%,1.2617,1.2915,0.09304,11.879705952286677,9.070259702517951
11/28/2006,1.3201,1.3133,1.3209,1.3114,0.52%,1.2612,1.2891,0.09834,18.498796384395543,2.122519169418466
11/27/2006,1.3133,1.3171,1.3173,1.3087,0.31%,1.2606,1.2858,0.09154,18.93476867838576,56.8883445226575
11/24/2006,1.3093,1.2946,1.3112,1.2944,1.17%,1.2601,1.2829,0.08754,12.631827883334806,0.010880034896267087
11/23/2006,1.2942,1.2946,1.2976,1.2927,-0.02%,1.2596,1.2801,0.07244,13.905863009470506,255.10598602733822
11/22/2006,1.2944,1.2843,1.2959,1.2837,0.77%,1.2592,1.2787,0.07264,9.16270877917474,0.0
11/21/2006,1.2845,1.2818,1.2856,1.2797,0.26%,1.2589,1.277,0.06274,10.40152069266885,1.1997140360632952
11/20/2006,1.2812,1.283,1.2856,1.2805,-0.12%,1.2586,1.2762,0.05944,13.698472729841109,6.80663700407788
11/17/2006,1.2828,1.2793,1.2847,1.2761,0.23%,1.2584,1.2757,0.06104,8.007614355341738,2.239465988556864
11/16/2006,1.2798,1.2826,1.2842,1.2784,-0.22%,1.2581,1.2749,0.05804,17.606965198846066,0.6036673782459937
11/15/2006,1.2826,1.2813,1.2837,1.2772,0.11%,1.2579,1.2744,0.06084,31.30865764730716,0.0
11/14/2006,1.2812,1.2807,1.2873,1.279,0.07%,1.2577,1.2736,0.05944,14.696493599427656,31.992367019165545
11/13/2006,1.2803,1.2843,1.2879,1.2795,-0.32%,1.2574,1.2728,0.05854,31.24502942579938,0.6401017973596671
11/10/2006,1.2844,1.2828,1.2901,1.2826,0.14%,1.2572,1.272,0.06264,12.89297530435216,0.0
11/09/2006,1.2826,1.2757,1.2849,1.275,0.54%,1.2569,1.2706,0.06084,15.476847251446873,0.37095545631594506
11/08/2006,1.2757,1.2773,1.2811,1.2744,-0.12%,1.2567,1.2694,0.05394,19.604722608388155,14.402291716399176
11/07/2006,1.2772,1.2724,1.2821,1.2721,0.40%,1.2565,1.2687,0.05544,18.052873060089773,0.0
11/06/2006,1.2721,1.2719,1.2727,1.2689,0.02%,1.2563,1.2678,0.05034,16.430615298893766,186.02038127837724
11/03/2006,1.2718,1.2779,1.2793,1.2682,-0.45%,1.2561,1.2674,0.05004,8.621375961171475,0.5918503930328282
11/02/2006,1.2776,1.2757,1.2786,1.2736,0.16%,1.256,1.2669,0.05584,15.468964968153141,0.33678846798517326
11/01/2006,1.2755,1.2763,1.2799,1.2742,-0.06%,1.2558,1.2658,0.05374,19.04710077444023,17.11522535435801
10/31/2006,1.2763,1.2726,1.2785,1.2679,0.24%,1.2556,1.2648,0.05454,22.86260410504056,0.0
10/30/2006,1.2732,1.2732,1.2739,1.2699,-0.07%,1.2553,1.2636,0.05144,12.187124622370414,0.0
10/27/2006,1.2741,1.2688,1.2753,1.2664,0.39%,1.2552,1.2625,0.05234,11.754648488375112,0.0
10/26/2006,1.2692,1.2602,1.2704,1.26,0.71%,1.255,1.2613,0.04744,10.81558381857185,0.0
10/25/2006,1.2602,1.2553,1.2625,1.255,0.36%,1.2548,1.2605,0.03844,10.083333333333172,0.0
10/24/2006,1.2557,1.2548,1.2578,1.2523,0.07%,1.2548,1.2605,0.03394,10.464864864864568,54.44444444443884
10/23/2006,1.2548,1.2618,1.2622,1.2534,-0.52%,1.2548,1.261,0.03304,7.1703703703704385,0.0
10/20/2006,1.2614,1.2626,1.2641,1.2597,-0.11%,1.2548,1.2617,0.03964,13.49382249712137,73.63920146637496
10/19/2006,1.2628,1.2534,1.2645,1.253,0.76%,1.2547,1.2617,0.04104,13.290344874700086,0.0010637449996521533
10/18/2006,1.2533,1.2534,1.2561,1.25,-0.04%,1.2546,1.2616,0.03154,11.603333333332957,3.5999999999996035
10/17/2006,1.2538,1.2532,1.2567,1.2508,0.06%,1.2546,1.2625,0.03204,6.669230769231018,0.0
10/16/2006,1.253,1.2499,1.2538,1.2487,0.12%,1.2546,1.2634,0.03124,14.177331420373292,5.4230128610585915
10/13/2006,1.2515,1.2556,1.258,1.2484,-0.35%,1.2547,1.2645,0.02974,6.145454545454298,4.302439024390214
10/12/2006,1.2559,1.2517,1.2567,1.2515,0.34%,1.2547,1.2659,0.03414,10.153124999999845,0.6880952380952693
10/11/2006,1.2517,1.2534,1.2559,1.2502,-0.17%,1.2547,1.2669,0.02994,13.422368421052536,0.0
10/10/2006,1.2538,1.2593,1.2618,1.2517,-0.45%,1.2547,1.2685,0.03204,10.509090909090375,0.007272727272725592
10/09/2006,1.2595,1.2593,1.2618,1.2584,-0.04%,1.2547,1.2701,0.03774,17.628448275862272,405.00000000003536
10/06/2006,1.26,1.269,1.2717,1.2574,-0.75%,1.2547,1.2712,0.03824,9.092616518646642,0.0
10/05/2006,1.2695,1.2717,1.2732,1.2674,-0.17%,1.2546,1.2723,0.04774,22.535129390510388,0.0
10/04/2006,1.2717,1.2729,1.2744,1.2666,-0.15%,1.2545,1.2726,0.04994,13.155797025444588,0.0
10/03/2006,1.2736,1.2738,1.2769,1.2719,-0.02%,1.2543,1.2727,0.05184,12.898108926345966,151.27411703741134
10/02/2006,1.2738,1.2683,1.2759,1.266,0.52%,1.2541,1.2726,0.05204,13.754574139679242,1.2288948974635179
09/29/2006,1.2672,1.2698,1.2714,1.2638,-0.27%,1.2539,1.2725,0.04544,12.002490986742524,0.24617347721258687
09/28/2006,1.2706,1.2698,1.2736,1.2677,0.05%,1.2538,1.2731,0.04884,8.668617004306935,0.0
09/27/2006,1.27,1.2685,1.2721,1.267,0.12%,1.2536,1.2733,0.04824,13.263365706764443,26.455778557752435
09/26/2006,1.2685,1.2748,1.2765,1.2662,-0.53%,1.2534,1.2737,0.04674,15.040466597521451,0.0
09/25/2006,1.2752,1.2792,1.2827,1.2732,-0.22%,1.2533,1.2742,0.05344,41.33784675124786,0.0
09/22/2006,1.278,1.2783,1.2835,1.2774,0.00%,1.2531,1.2741,0.05624,14.061279300063164,282.200877823036
09/21/2006,1.278,1.2688,1.2799,1.2681,0.73%,1.2528,1.2737,0.05624,17.953133461047255,0.0
09/20/2006,1.2687,1.2673,1.2729,1.2662,0.06%,1.2526,1.2733,0.04694,12.942614001175116,2.5781597135105034
09/19/2006,1.2679,1.2698,1.2729,1.2651,-0.19%,1.2524,1.2738,0.04614,9.20948797486943,23.630088755903785
09/18/2006,1.2703,1.2636,1.2712,1.263,0.44%,1.2522,1.2744,0.04854,12.625727304214452,8.172481626367693
09/15/2006,1.2647,1.2721,1.2736,1.263,-0.58%,1.2521,1.2748,0.04294,13.957344682210687,0.7149790514098212
09/14/2006,1.2721,1.2698,1.2755,1.2674,0.21%,1.2519,1.2759,0.05034,9.361837473706569,0.0
09/13/2006,1.2694,1.2683,1.2717,1.2664,0.07%,1.2517,1.2763,0.04764,13.652242550132089,2.0452911313340807
09/12/2006,1.2685,1.27,1.2734,1.267,-0.15%,1.2516,1.277,0.04674,16.504379797368173,8.64138063278993
09/11/2006,1.2704,1.2668,1.2744,1.2647,0.24%,1.2514,1.2779,0.04864,12.536785930193368,9.66789906415918
09/08/2006,1.2673,1.2732,1.2742,1.2649,-0.46%,1.2512,1.2787,0.04554,16.888021725946935,0.0
09/07/2006,1.2732,1.2801,1.2832,1.2704,-0.57%,1.251,1.2799,0.05144,15.31494804156682,0.0
09/06/2006,1.2805,1.2818,1.2837,1.2767,-0.10%,1.2508,1.2806,0.05874,11.104746129143791,0.0
09/05/2006,1.2818,1.2862,1.2866,1.2793,-0.43%,1.2505,1.2806,0.06004,4.814488071437974,1.6572156591910645
09/04/2006,1.2873,1.2846,1.2876,1.2838,0.29%,1.2502,1.2805,0.06554,20.08824333561131,0.0
09/01/2006,1.2836,1.2804,1.2848,1.2754,0.23%,1.2498,1.2798,0.06184,18.444591134581316,2.449411905905112
08/31/2006,1.2807,1.2835,1.2881,1.2784,-0.25%,1.2495,1.2794,0.05894,6.912625621677478,0.8037643628880341
08/30/2006,1.2839,1.2824,1.2855,1.2811,0.08%,1.2492,1.2792,0.06214,15.301508219497935,0.0
08/29/2006,1.2829,1.2786,1.2845,1.275,0.40%,1.2488,1.2788,0.06114,19.039425048046013,0.0
08/28/2006,1.2778,1.2761,1.2822,1.2753,0.22%,1.2485,1.2783,0.05604,10.24069542274243,1.699591509811809
08/25/2006,1.275,1.2767,1.2784,1.2725,-0.13%,1.2482,1.2784,0.05324,26.537737871947186,0.0
08/24/2006,1.2767,1.2784,1.2845,1.275,-0.16%,1.2479,1.2787,0.05494,20.43991257036048,0.0
08/23/2006,1.2788,1.2805,1.2853,1.2776,-0.13%,1.2476,1.2789,0.05704,13.659605661260308,0.0
08/22/2006,1.2805,1.2887,1.2892,1.2783,-0.67%,1.2473,1.279,0.05874,19.989037243523356,4.841408075589581
08/21/2006,1.2891,1.2828,1.294,1.2826,0.51%,1.247,1.2788,0.06734,20.41109061748171,0.0396698107203234
08/18/2006,1.2826,1.2831,1.2848,1.2781,-0.05%,1.2466,1.2777,0.06084,21.326488047488798,0.0
08/17/2006,1.2832,1.2843,1.2893,1.2813,-0.10%,1.2462,1.2772,0.06144,13.074007341291832,33.838130462056036
08/16/2006,1.2845,1.2784,1.2868,1.2767,0.45%,1.2458,1.2766,0.06274,14.849344593012995,0.0
08/15/2006,1.2787,1.2723,1.2806,1.2695,0.53%,1.2454,1.2757,0.05694,28.616182011338402,0.0
08/14/2006,1.2719,1.2713,1.2767,1.2706,-0.02%,1.2451,1.2754,0.05014,9.3808560726879,83.99642331273094
08/11/2006,1.2722,1.2793,1.2801,1.2716,-0.56%,1.2448,1.2758,0.05044,23.548352668468745,0.0
08/10/2006,1.2794,1.2865,1.2914,1.2748,-0.53%,1.2446,1.2762,0.05764,23.569767738092093,2.25424538230512
08/09/2006,1.2862,1.2822,1.2904,1.2765,0.22%,1.2442,1.2758,0.06444,28.919271132339137,0.0
08/08/2006,1.2834,1.2831,1.2896,1.2806,0.01%,1.2438,1.2747,0.06164,7.486270922644057,83.30653374063111
08/07/2006,1.2833,1.2883,1.2893,1.283,-0.32%,1.2434,1.2738,0.06154,21.203149104334948,10.08524336496754
08/04/2006,1.2874,1.2803,1.2912,1.276,0.54%,1.243,1.2728,0.06564,19.20985176563188,0.0
08/03/2006,1.2805,1.279,1.2837,1.2742,0.13%,1.2425,1.2713,0.05874,8.10195573440616,8.6379138832997
08/02/2006,1.2788,1.2824,1.2837,1.2774,-0.31%,1.2422,1.2703,0.05704,18.39547384635331,11.739890248483537
08/01/2006,1.2828,1.2763,1.283,1.2719,0.51%,1.2418,1.2694,0.06104,10.079436148754649,0.02460745567847638
07/31/2006,1.2763,1.2767,1.2784,1.2738,-0.01%,1.2414,1.268,0.05454,17.333583373610367,112.26116078621907
07/28/2006,1.2764,1.2697,1.2772,1.2658,0.52%,1.241,1.2671,0.05464,24.70545481754349,0.4834651881607453
07/27/2006,1.2698,1.2716,1.2774,1.2681,-0.15%,1.2407,1.2662,0.04804,18.87853631014745,105.82558233255332
07/26/2006,1.2717,1.2579,1.2725,1.2559,1.11%,1.2404,1.2658,0.04994,18.83022727591431,1.9589463894301429
07/25/2006,1.2578,1.263,1.2675,1.2561,-0.45%,1.2401,1.2651,0.03604,13.428192710928393,0.0
07/24/2006,1.2635,1.2702,1.2708,1.2609,-0.49%,1.2399,1.2659,0.04174,8.154146372253006,6.701621098476055
07/21/2006,1.2697,1.263,1.2699,1.2624,0.55%,1.2396,1.2662,0.04794,11.55720232333057,0.0
07/20/2006,1.2628,1.2591,1.2656,1.2588,0.28%,1.2393,1.2658,0.04104,21.881100726894886,0.0
07/19/2006,1.2593,1.2503,1.261,1.2457,0.70%,1.2391,1.2661,0.03754,16.13072929276624,0.24995964813172405
07/18/2006,1.2506,1.2521,1.2561,1.2473,-0.10%,1.2389,1.2668,0.02884,15.383184448393374,0.0
07/17/2006,1.2519,1.2632,1.2647,1.251,-1.04%,1.2388,1.2686,0.03014,11.339213136940938,0.0
07/14/2006,1.2651,1.2692,1.2698,1.2625,-0.32%,1.2387,1.2703,0.04334,13.24003587021298,0.0
07/13/2006,1.2692,1.2701,1.2734,1.2664,-0.08%,1.2384,1.2709,0.04744,14.314716872577325,0.0
07/12/2006,1.2702,1.2763,1.2782,1.2675,-0.55%,1.2381,1.271,0.04844,13.084565059365461,2.1251049664939345
07/11/2006,1.2772,1.2736,1.2779,1.2704,0.27%,1.2378,1.2711,0.05544,12.349668567689815,15.619950719017703
07/10/2006,1.2737,1.2812,1.2818,1.2718,-0.57%,1.2374,1.2705,0.05194,21.772959431065473,1.2003879101340913
07/07/2006,1.281,1.278,1.2864,1.2765,0.25%,1.237,1.2701,0.05924,7.158122439472076,0.0
07/06/2006,1.2778,1.2723,1.2784,1.2719,0.45%,1.2365,1.269,0.05604,22.881619934315186,7.6793331617834255
07/05/2006,1.2721,1.2786,1.2841,1.2704,-0.58%,1.2361,1.2681,0.05034,14.541924380932862,0.038470873031209676
07/04/2006,1.2795,1.279,1.2824,1.2784,-0.02%,1.2358,1.2676,0.05774,11.344588121054898,0.0
07/03/2006,1.2798,1.279,1.2825,1.2762,0.07%,1.2353,1.2664,0.05804,15.198718322825133,0.0
06/30/2006,1.2789,1.2668,1.2797,1.2657,1.00%,1.2349,1.265,0.05714,19.846167877450743,0.0
06/29/2006,1.2662,1.255,1.2668,1.2515,0.84%,1.2344,1.2635,0.04444,16.90065814468015,0.5141607258586941
06/28/2006,1.2557,1.2581,1.2586,1.2516,-0.21%,1.2341,1.2632,0.03394,12.828955067074277,0.0
06/27/2006,1.2584,1.2588,1.262,1.2559,-0.03%,1.2339,1.264,0.03664,12.526378390027194,176.42859226843507
06/26/2006,1.2588,1.2504,1.2605,1.25,0.61%,1.2337,1.2646,0.03704,16.300391389432676,4.284672124503553
06/23/2006,1.2512,1.2572,1.2596,1.2479,-0.52%,1.2334,1.2652,0.02944,16.663866713056503,0.0
06/22/2006,1.2578,1.2664,1.2681,1.255,-0.65%,1.2332,1.2667,0.03604,12.749182006162812,6.717368313859334
06/21/2006,1.266,1.2584,1.2681,1.258,0.60%,1.233,1.2676,0.04424,16.003892944038945,0.0
06/20/2006,1.2584,1.2578,1.2618,1.2538,0.08%,1.2327,1.2678,0.03664,13.523290338282294,93.72718422974592
06/19/2006,1.2574,1.2649,1.2654,1.255,-0.56%,1.2324,1.2688,0.03564,13.385202419294842,0.16137260629662484
06/16/2006,1.2645,1.2634,1.2678,1.2619,0.08%,1.2321,1.27,0.04274,12.0784119152297,0.0
06/15/2006,1.2635,1.2605,1.2658,1.2578,0.24%,1.2318,1.2706,0.04174,18.94749696424995,0.0
06/14/2006,1.2605,1.2548,1.265,1.2534,0.49%,1.2315,1.2713,0.03874,15.620722083055766,2.5327161997564116
06/13/2006,1.2544,1.2582,1.262,1.2529,-0.33%,1.2312,1.2725,0.03264,14.499605040196968,0.0
06/12/2006,1.2585,1.2618,1.2653,1.2567,-0.47%,1.231,1.2744,0.03674,19.290414297318897,0.0
06/09/2006,1.2644,1.2653,1.2686,1.2596,-0.06%,1.2307,1.276,0.04264,21.4330714330528,0.0
06/08/2006,1.2651,1.2794,1.2809,1.2625,-1.09%,1.2304,1.2773,0.04334,13.337667967056426,0.0
06/07/2006,1.279,1.2819,1.2838,1.2758,-0.23%,1.23,1.2786,0.05724,16.984182162118945,0.0
06/06/2006,1.282,1.2908,1.2938,1.2807,-0.67%,1.2295,1.2785,0.06024,22.05999074476667,0.0
06/05/2006,1.2906,1.2929,1.298,1.29,-0.09%,1.229,1.2781,0.06884,17.55971581099037,47.95818445537222
06/02/2006,1.2918,1.2813,1.2942,1.2795,0.84%,1.2284,1.2768,0.07004,72.1477564311267,0.00856654416896464
06/01/2006,1.281,1.2813,1.2825,1.2721,-0.02%,1.2277,1.2752,0.05924,14.162285393644655,0.0
05/31/2006,1.2812,1.2876,1.2905,1.2804,-0.49%,1.2272,1.2746,0.05944,21.398685354193475,25.211830411709485
05/30/2006,1.2875,1.2748,1.291,1.274,0.96%,1.2267,1.274,0.06574,7.877320527357186,0.0
05/29/2006,1.2752,1.2731,1.277,1.2719,0.13%,1.226,1.2725,0.05344,18.140728656878913,31.23011535772558
05/26/2006,1.2735,1.2816,1.2837,1.2701,-0.55%,1.2255,1.2722,0.05174,8.783572806671991,2.6131983418206026
05/25/2006,1.2805,1.2759,1.2818,1.2746,0.42%,1.2251,1.2721,0.05874,32.0137251700942,8.352429082985907
05/24/2006,1.2752,1.2814,1.2894,1.2729,-0.53%,1.2245,1.2712,0.05344,9.793827989286635,0.0
05/23/2006,1.282,1.2866,1.2879,1.2803,-0.41%,1.224,1.2708,0.06024,29.41753829656839,28.266023017903578
05/22/2006,1.2873,1.2759,1.2887,1.2693,0.78%,1.2234,1.2696,0.06554,31.826353842016196,6.186438140471239
05/19/2006,1.2774,1.2858,1.2867,1.2695,-0.68%,1.2228,1.2678,0.05564,15.581715916112215,20.43978632179118
05/18/2006,1.2862,1.2731,1.2866,1.2721,0.99%,1.2222,1.2668,0.06444,30.896850046295384,11.731642476774917
05/17/2006,1.2736,1.286,1.2923,1.2702,-0.98%,1.2216,1.2647,0.05184,13.979692139659898,3.4086526527874166
05/16/2006,1.2862,1.2797,1.287,1.2769,0.51%,1.2211,1.2638,0.06444,22.09488490171824,35.993201086031796
05/15/2006,1.2797,1.295,1.2973,1.2778,-1.04%,1.2204,1.2614,0.05794,16.213806867412774,5.7780027120647
05/12/2006,1.2932,1.2838,1.2959,1.2831,0.76%,1.2198,1.2595,0.07144,39.73514906661808,0.0
05/11/2006,1.2834,1.2784,1.2873,1.2685,0.36%,1.2191,1.256,0.06164,17.68457662900568,0.0
05/10/2006,1.2788,1.2761,1.2832,1.275,0.20%,1.2184,1.2531,0.05704,18.31377606853639,0.0
05/09/2006,1.2763,1.27,1.2784,1.266,0.43%,1.2178,1.2504,0.05454,18.439929928285764,1.834016584681802
05/08/2006,1.2708,1.2742,1.2788,1.2691,-0.13%,1.2172,1.2476,0.04904,17.348639848074875,3.204256876920655
05/05/2006,1.2725,1.2692,1.2768,1.2673,0.24%,1.2167,1.2452,0.05074,25.513650797017522,0.0
05/04/2006,1.2694,1.263,1.2723,1.2569,0.42%,1.2161,1.2423,0.04764,12.612120081217778,0.0
05/03/2006,1.2641,1.2614,1.267,1.2589,0.20%,1.2156,1.2395,0.04234,20.874461241152666,0.0
05/02/2006,1.2616,1.2569,1.2668,1.2557,0.24%,1.2151,1.2369,0.03984,26.039984653207487,3.402854506327195
05/01/2006,1.2586,1.2626,1.2691,1.2555,-0.40%,1.2146,1.2343,0.03684,13.0766264907905,28.63192614852706
04/28/2006,1.2637,1.253,1.2642,1.2521,0.84%,1.2142,1.2317,0.04194,21.194018089858265,0.0
04/27/2006,1.2532,1.2449,1.2551,1.2404,0.70%,1.2137,1.2283,0.03144,17.208050353699893,0.0
04/26/2006,1.2445,1.2429,1.2471,1.2386,0.08%,1.2133,1.2257,0.02274,10.698941057599267,0.0
04/25/2006,1.2435,1.2386,1.244,1.2364,0.32%,1.213,1.2237,0.02174,16.413360685595936,0.0
04/24/2006,1.2395,1.2373,1.2416,1.2332,0.44%,1.2127,1.2217,0.01774,20.039738850786197,0.0
04/21/2006,1.2341,1.2317,1.2363,1.2267,0.16%,1.2124,1.2198,0.01234,15.42713463608303,15.501609067414739
04/20/2006,1.2321,1.2382,1.2382,1.2285,-0.48%,1.2122,1.2183,0.01034,33.90829628506605,0.8673561956177538
04/19/2006,1.2381,1.2358,1.2395,1.2283,0.24%,1.212,1.2168,0.01634,18.405507072135926,0.0
04/18/2006,1.2351,1.2256,1.2361,1.2222,0.80%,1.2117,1.2146,0.01334,21.798691447950084,0.0
04/17/2006,1.2253,1.2124,1.2291,1.2122,1.18%,1.2115,1.2124,0.00354,6.533872609712794,0.0
04/14/2006,1.211,1.2108,1.212,1.2092,-0.05%,1.2114,1.2111,0.01076,15.806451612903231,0.0
04/13/2006,1.2116,1.2104,1.2135,1.2065,0.07%,1.2114,1.2111,0.01016,17.16825396825466,10.208333333331616
04/12/2006,1.2107,1.2142,1.217,1.2066,-0.33%,1.2114,1.211,0.01106,10.130232558139417,3.302857142857001
04/11/2006,1.2147,1.2113,1.2156,1.209,0.26%,1.2114,1.2111,0.00706,14.40595100513415,0.0
04/10/2006,1.2115,1.2109,1.213,1.2075,0.21%,1.2113,1.2107,0.01026,14.518518518518711,294.81666666669327
04/07/2006,1.209,1.2223,1.2228,1.2088,-1.11%,1.2113,1.2106,0.01276,18.5847024676051,0.0
04/06/2006,1.2226,1.2298,1.2334,1.2197,-0.57%,1.2114,1.2108,0.00084,9.186299000078945,1.6058206299415265
04/05/2006,1.2296,1.2262,1.2308,1.2243,0.33%,1.2112,1.2095,0.00784,18.684588608510325,0.0
04/04/2006,1.2256,1.2134,1.2279,1.2119,0.97%,1.2111,1.2074,0.00384,49.73678356157707,0.0
04/03/2006,1.2138,1.2121,1.2149,1.2031,0.16%,1.2109,1.2055,0.00796,17.19473684210522,12.447058823528819
03/31/2006,1.2119,1.2165,1.2176,1.2077,-0.42%,1.2109,1.2046,0.00986,15.734265734266017,44.454347826087435
03/30/2006,1.217,1.2027,1.217,1.202,1.17%,1.2109,1.2038,0.00476,11.176433113504645,0.0
03/29/2006,1.2029,1.2001,1.205,1.1976,0.22%,1.2108,1.2024,0.00736,64.37349798780754,0.43217854783148024
03/28/2006,1.2003,1.2014,1.2111,1.1992,-0.09%,1.2109,1.2024,0.00476,10.336964700268698,0.0
03/27/2006,1.2014,1.2039,1.2064,1.2003,-0.18%,1.211,1.2026,0.00586,12.635798600547604,16.38264706853855
03/24/2006,1.2036,1.1972,1.2048,1.195,0.53%,1.2111,1.2027,0.00806,14.759141603828223,17.22798488976958
03/23/2006,1.1972,1.2077,1.2083,1.1955,-0.89%,1.2112,1.2027,0.00166,8.670715819022483,0.0
03/22/2006,1.2079,1.2094,1.2115,1.2064,-0.07%,1.2113,1.2032,0.01236,11.184810126582217,0.0
03/21/2006,1.2088,1.2167,1.2167,1.2073,-0.65%,1.2113,1.2027,0.01296,8.511418486024338,0.0
03/20/2006,1.2167,1.2186,1.22,1.2147,-0.19%,1.2114,1.2021,0.00506,14.879353176077391,1.031664103299451
03/17/2006,1.219,1.2176,1.2208,1.2139,0.08%,1.2113,1.2006,0.00276,20.37275613318945,0.0
03/16/2006,1.218,1.2069,1.219,1.2033,0.90%,1.2112,1.1986,0.00376,8.001587301587575,0.0
03/15/2006,1.2071,1.2013,1.2076,1.2005,0.46%,1.2112,1.1966,0.01156,12.889041095890374,0.0
03/14/2006,1.2016,1.196,1.2033,1.1936,0.46%,1.2112,1.1955,0.00606,7.4426144319684395,0.0
03/13/2006,1.1961,1.1917,1.1972,1.1911,0.39%,1.2113,1.1948,0.00056,25.563960208041607,0.0
03/10/2006,1.1915,1.1912,1.1934,1.1859,0.01%,1.2115,1.1947,0.00404,12.215059663730381,3.333883615352501
03/09/2006,1.1914,1.1924,1.1954,1.1901,-0.08%,1.2117,1.195,0.00414,9.695830873343796,13.687740364776896
03/08/2006,1.1923,1.1886,1.1942,1.1871,0.31%,1.2119,1.1954,0.00324,17.631872338440765,47.81599788583182
03/07/2006,1.1886,1.2019,1.2024,1.1868,-1.10%,1.2121,1.1958,0.00694,18.076752716123213,0.0
03/06/2006,1.2018,1.205,1.2094,1.1989,-0.17%,1.2123,1.1965,0.00626,24.804620418487282,0.0
03/03/2006,1.2039,1.2039,1.2054,1.1993,-0.02%,1.2124,1.196,0.00836,14.12674169243377,0.0
03/02/2006,1.2041,1.1917,1.2046,1.1911,1.06%,1.2125,1.1951,0.00856,23.860032191553632,0.02903465247754606
03/01/2006,1.1915,1.1921,1.1976,1.189,-0.05%,1.2126,1.1942,0.00404,13.817394873210999,88.80201770301372
02/28/2006,1.1921,1.1848,1.1944,1.1835,0.63%,1.2128,1.1945,0.00344,9.165155013193205,0.8563055716195986
02/27/2006,1.1846,1.1871,1.1879,1.1824,-0.23%,1.213,1.1947,0.00996,8.788613746559376,0.0
02/24/2006,1.1873,1.1923,1.1936,1.1864,-0.42%,1.2133,1.1958,0.00824,20.163323168219673,0.287952526168244
02/23/2006,1.1923,1.1911,1.1972,1.1888,0.10%,1.2135,1.1967,0.00324,27.277465356841343,0.03334157395961726
02/22/2006,1.1911,1.1913,1.193,1.1858,0.00%,1.2138,1.1971,0.00444,8.834907652900618,0.0
02/21/2006,1.1911,1.1938,1.1944,1.189,-0.23%,1.214,1.1978,0.00444,18.729751784733537,0.1333113673805345
02/20/2006,1.1938,1.1932,1.1976,1.1923,0.03%,1.2142,1.1985,0.00174,19.356811069016263,0.0
02/17/2006,1.1934,1.1904,1.1944,1.1856,0.32%,1.2144,1.1989,0.00214,27.070541007906378,0.0
02/16/2006,1.1896,1.1892,1.1904,1.1847,0.09%,1.2146,1.1995,0.00594,16.059521195821215,24.030934052367158
02/15/2006,1.1885,1.1916,1.1956,1.1871,-0.25%,1.2149,1.2006,0.00704,19.040864927154384,0.7256869674658253
02/14/2006,1.1915,1.19,1.1925,1.1856,0.08%,1.2151,1.2018,0.00404,10.038430058131919,0.0
02/13/2006,1.1905,1.1903,1.1925,1.1878,0.04%,1.2154,1.2029,0.00504,20.71363524167168,320.05265756133247
02/10/2006,1.19,1.198,1.2027,1.1892,-0.68%,1.2156,1.2042,0.00554,7.879873014447978,0.36116084649557223
02/09/2006,1.1981,1.1964,1.1997,1.1946,0.22%,1.2159,1.2057,0.00256,13.035950638171531,3.677075320628883
02/08/2006,1.1955,1.198,1.1997,1.1923,-0.16%,1.2161,1.2065,4e-05,16.991029182004073,0.25595789819911036
02/07/2006,1.1974,1.1966,1.2016,1.194,0.09%,1.2163,1.2077,0.00186,12.722613519304161,68.46125544685589
02/06/2006,1.1963,1.2037,1.2048,1.1944,-0.51%,1.2165,1.2088,0.00076,23.619711642813446,0.0
02/03/2006,1.2024,1.2092,1.2113,1.1968,-0.61%,1.2167,1.2101,0.00686,11.928431291970893,2.352747789343358
02/02/2006,1.2098,1.2058,1.2109,1.2031,0.31%,1.2168,1.2109,0.01196,13.262042202811065,21.16173898750864
02/01/2006,1.2061,1.2153,1.2166,1.2048,-0.77%,1.2169,1.211,0.01056,16.662907640473748,4.313775916709159
01/31/2006,1.2155,1.2092,1.2191,1.2077,0.55%,1.217,1.2115,0.00626,10.4310344827592,0.5142857142856032
01/30/2006,1.2088,1.2106,1.2117,1.2062,-0.10%,1.217,1.2111,0.01296,19.25491536565349,0.0
01/27/2006,1.21,1.2205,1.2237,1.2085,-0.93%,1.2171,1.2114,0.01176,11.78278620566067,0.0
01/26/2006,1.2214,1.2244,1.2272,1.22,-0.26%,1.2172,1.2115,0.00036,16.19866907656915,0.0
01/25/2006,1.2246,1.2284,1.2324,1.2234,-0.28%,1.2171,1.2105,0.00284,9.97637517231296,0.0
01/24/2006,1.2281,1.231,1.2326,1.2259,-0.25%,1.217,1.209,0.00634,17.806695601077788,100.8393196951207
01/23/2006,1.2312,1.2141,1.2313,1.2138,1.43%,1.2169,1.207,0.00944,24.290091137120566,0.0
01/20/2006,1.2138,1.21,1.2142,1.2041,0.33%,1.2168,1.2044,0.00796,19.737037037036842,0.7605263157894997
