Date,Price,Open,High,Low,200EMA
7/15/2008,1.5919,1.59,1.6039,1.5865,1.511
7/14/2008,1.5905,1.5964,1.5972,1.5841,1.5102
07/11/2008,1.5942,1.5787,1.5948,1.5765,1.5094
07/10/2008,1.5785,1.574,1.5801,1.569,1.5086
07/09/2008,1.5742,1.5669,1.5753,1.5649,1.5079
07/08/2008,1.5672,1.5724,1.574,1.5634,1.5072
07/07/2008,1.5722,1.5696,1.5753,1.5609,1.5066
07/04/2008,1.5706,1.5698,1.5729,1.5653,1.5059
07/03/2008,1.5698,1.5887,1.5911,1.5682,1.5053
07/02/2008,1.588,1.5795,1.589,1.5775,1.5046
07/01/2008,1.579,1.5756,1.5828,1.5723,1.5038
6/30/2008,1.5756,1.5776,1.5837,1.573,1.5031
6/27/2008,1.5795,1.5753,1.5795,1.5716,1.5023
6/26/2008,1.5755,1.5669,1.5768,1.5627,1.5015
6/25/2008,1.5671,1.5567,1.5688,1.5537,1.5008
6/24/2008,1.5566,1.5518,1.5623,1.5492,1.5001
6/23/2008,1.5524,1.563,1.5631,1.5468,1.4996
6/20/2008,1.5605,1.5505,1.5652,1.5491,1.499
6/19/2008,1.5501,1.5531,1.5587,1.5466,1.4984
6/18/2008,1.5534,1.5506,1.5539,1.546,1.4979
6/17/2008,1.5509,1.5466,1.5552,1.546,1.4973
6/16/2008,1.5467,1.541,1.5518,1.5345,1.4968
6/13/2008,1.538,1.545,1.5484,1.5302,1.4963
06/12/2008,1.5447,1.5557,1.5566,1.5379,1.4959
06/11/2008,1.5554,1.5452,1.5587,1.5452,1.4954
06/10/2008,1.5463,1.5642,1.5654,1.5439,1.4948
06/09/2008,1.5644,1.5793,1.5846,1.5617,1.4943
06/06/2008,1.5777,1.5583,1.5777,1.557,1.4936
06/05/2008,1.5586,1.5423,1.5603,1.5366,1.4927
06/04/2008,1.5433,1.5434,1.5484,1.5419,1.4921
06/03/2008,1.5446,1.5538,1.563,1.541,1.4915
06/02/2008,1.5544,1.556,1.5591,1.5487,1.491
5/30/2008,1.5554,1.5517,1.5571,1.5462,1.4904
5/29/2008,1.5516,1.5646,1.5665,1.5486,1.4897
5/28/2008,1.5638,1.5678,1.5762,1.5608,1.4891
5/27/2008,1.5685,1.5774,1.5819,1.5681,1.4884
5/26/2008,1.5776,1.5772,1.5794,1.5742,1.4875
5/23/2008,1.5766,1.5726,1.5796,1.5697,1.4866
5/22/2008,1.573,1.5795,1.5816,1.5692,1.4857
5/21/2008,1.5789,1.565,1.5795,1.5631,1.4849
5/20/2008,1.5657,1.5518,1.568,1.5503,1.4839
5/19/2008,1.5518,1.5597,1.5633,1.5485,1.4831
5/16/2008,1.5577,1.5442,1.5602,1.5437,1.4824
5/15/2008,1.5444,1.5482,1.5548,1.5419,1.4816
5/14/2008,1.5476,1.5471,1.5487,1.5395,1.481
5/13/2008,1.546,1.5541,1.5567,1.5431,1.4803
05/12/2008,1.5547,1.5462,1.5571,1.5365,1.4797
05/09/2008,1.5483,1.5404,1.5491,1.5394,1.4789
05/08/2008,1.5407,1.5394,1.5441,1.5285,1.4782
05/07/2008,1.5391,1.5531,1.5539,1.5365,1.4776
05/06/2008,1.5531,1.5498,1.5594,1.5451,1.477
05/05/2008,1.5492,1.5433,1.5519,1.5422,1.4762
05/02/2008,1.5429,1.5467,1.5501,1.536,1.4755
05/01/2008,1.547,1.5614,1.5644,1.5429,1.4748
4/30/2008,1.5617,1.5568,1.5643,1.5517,1.4741
4/29/2008,1.5569,1.5651,1.5661,1.5541,1.4732
4/28/2008,1.566,1.5617,1.5693,1.5593,1.4724
4/25/2008,1.5625,1.568,1.5709,1.5555,1.4714
4/24/2008,1.5683,1.5883,1.5892,1.5638,1.4705
4/23/2008,1.5888,1.6,1.6,1.5859,1.4695
4/22/2008,1.5988,1.5912,1.6019,1.5834,1.4683
4/21/2008,1.5906,1.5812,1.5948,1.5791,1.467
4/18/2008,1.5815,1.5895,1.5959,1.5712,1.4658
4/17/2008,1.5896,1.594,1.5984,1.5846,1.4646
4/16/2008,1.595,1.5791,1.5978,1.5758,1.4634
4/15/2008,1.5792,1.5841,1.5876,1.5751,1.462
4/14/2008,1.5845,1.5698,1.5887,1.5671,1.4609
04/11/2008,1.5807,1.5743,1.5857,1.5739,1.4596
04/10/2008,1.5743,1.583,1.5913,1.5724,1.4584
04/09/2008,1.5832,1.5702,1.5866,1.5684,1.4572
04/08/2008,1.5701,1.571,1.5799,1.5674,1.456
04/07/2008,1.5703,1.5732,1.5737,1.5627,1.4548
04/04/2008,1.5737,1.5683,1.5775,1.5637,1.4537
04/03/2008,1.568,1.5689,1.5694,1.551,1.4525
04/02/2008,1.5688,1.5617,1.5703,1.5534,1.4513
04/01/2008,1.561,1.5764,1.5787,1.556,1.4501
3/31/2008,1.5774,1.5812,1.5896,1.576,1.449
3/28/2008,1.5802,1.5779,1.5841,1.5741,1.4477
3/27/2008,1.5781,1.5842,1.5848,1.5726,1.4464
3/26/2008,1.5845,1.563,1.586,1.5584,1.445
3/25/2008,1.5629,1.5433,1.5659,1.5408,1.4436
3/24/2008,1.5432,1.5422,1.5458,1.5342,1.4424
3/21/2008,1.5432,1.5433,1.5474,1.5406,1.4414
3/20/2008,1.5434,1.5641,1.5652,1.5397,1.4404
3/19/2008,1.5633,1.5623,1.5787,1.5583,1.4394
3/18/2008,1.5626,1.5731,1.5834,1.5618,1.4381
3/17/2008,1.5729,1.5725,1.5906,1.5685,1.4369
3/14/2008,1.5675,1.5627,1.569,1.5532,1.4355
3/13/2008,1.564,1.5566,1.5646,1.5522,1.4342
03/12/2008,1.5571,1.5337,1.5571,1.5334,1.4329
03/11/2008,1.5333,1.5346,1.5497,1.5283,1.4316
03/10/2008,1.5341,1.5364,1.5404,1.5313,1.4306
03/07/2008,1.5351,1.5388,1.5461,1.5314,1.4296
03/06/2008,1.5389,1.5265,1.5396,1.5261,1.4285
03/05/2008,1.5271,1.5215,1.5303,1.5146,1.4274
03/04/2008,1.521,1.5206,1.525,1.5173,1.4264
03/03/2008,1.5208,1.5194,1.5276,1.5156,1.4254
2/29/2008,1.5181,1.5205,1.524,1.5144,1.4245
2/28/2008,1.5223,1.5124,1.5231,1.5074,1.4235
2/27/2008,1.5123,1.498,1.5145,1.4972,1.4226
2/26/2008,1.4975,1.4829,1.4984,1.4779,1.4217
2/25/2008,1.4829,1.4839,1.4846,1.4795,1.4209
2/22/2008,1.4832,1.4812,1.4864,1.4789,1.4203
2/21/2008,1.4813,1.4712,1.4838,1.4703,1.4196
2/20/2008,1.4713,1.4727,1.4732,1.4614,1.419
2/19/2008,1.4727,1.4655,1.4759,1.4642,1.4185
2/18/2008,1.4659,1.4679,1.4692,1.4611,1.4179
2/15/2008,1.468,1.4638,1.4711,1.4632,1.4175
2/14/2008,1.4638,1.457,1.4648,1.4548,1.417
2/13/2008,1.457,1.4579,1.46,1.4531,1.4165
02/12/2008,1.4583,1.452,1.4615,1.4495,1.4161
02/11/2008,1.4526,1.4518,1.4579,1.4482,1.4157
02/08/2008,1.451,1.4482,1.4548,1.4449,1.4153
02/07/2008,1.4485,1.4636,1.4655,1.444,1.4149
02/06/2008,1.4622,1.4645,1.4672,1.4591,1.4146
02/05/2008,1.4639,1.4832,1.4836,1.4622,1.4141
02/04/2008,1.4827,1.4807,1.4851,1.4794,1.4136
02/01/2008,1.48,1.486,1.4954,1.4787,1.4129
1/31/2008,1.4866,1.4862,1.4915,1.4801,1.4122
1/30/2008,1.488,1.4777,1.4907,1.4756,1.4115
1/29/2008,1.4777,1.4784,1.4798,1.4737,1.4107
1/28/2008,1.4786,1.4681,1.4799,1.466,1.4101
1/25/2008,1.4672,1.4758,1.4777,1.4661,1.4094
1/24/2008,1.4768,1.463,1.4781,1.4591,1.4088
1/23/2008,1.4638,1.4627,1.4684,1.451,1.4081
1/22/2008,1.4627,1.4446,1.4644,1.4365,1.4075
1/21/2008,1.4446,1.4605,1.4606,1.4422,1.407
1/18/2008,1.4611,1.4647,1.4697,1.4604,1.4066
1/17/2008,1.4659,1.4651,1.4715,1.4588,1.4061
1/16/2008,1.4659,1.4802,1.486,1.4595,1.4055
1/15/2008,1.4808,1.4867,1.4923,1.48,1.4048
1/14/2008,1.4868,1.4783,1.4916,1.478,1.4041
01/11/2008,1.4777,1.4808,1.4821,1.4762,1.4033
01/10/2008,1.4807,1.4658,1.4816,1.464,1.4025
01/09/2008,1.4661,1.4705,1.4745,1.464,1.4017
01/08/2008,1.4708,1.4692,1.4746,1.468,1.4011
01/07/2008,1.4689,1.4747,1.4758,1.4659,1.4004
01/04/2008,1.4745,1.4748,1.4825,1.4695,1.3997
01/03/2008,1.4748,1.4726,1.4783,1.4687,1.3989
01/02/2008,1.4727,1.4593,1.4752,1.4589,1.3982
01/01/2008,1.4589,1.4587,1.461,1.4578,1.3974
12/31/2007,1.459,1.472,1.4748,1.4569,1.3968
12/28/2007,1.4717,1.4624,1.4729,1.4592,1.3962
12/27/2007,1.4613,1.4487,1.464,1.4469,1.3954
12/26/2007,1.4493,1.4402,1.4507,1.439,1.3948
12/25/2007,1.4405,1.4397,1.4415,1.4389,1.3942
12/24/2007,1.4399,1.4374,1.4414,1.4359,1.3937
12/21/2007,1.4367,1.4327,1.4411,1.4316,1.3933
12/20/2007,1.432,1.4375,1.4392,1.4309,1.3928
12/19/2007,1.4378,1.4416,1.4424,1.4325,1.3924
12/18/2007,1.4409,1.44,1.4438,1.4367,1.392
12/17/2007,1.44,1.4388,1.4455,1.4331,1.3915
12/14/2007,1.4419,1.463,1.4661,1.4411,1.391
12/13/2007,1.4627,1.4706,1.4738,1.4576,1.3905
12/12/2007,1.4707,1.4657,1.4748,1.4649,1.3898
12/11/2007,1.4651,1.4714,1.4752,1.464,1.389
12/10/2007,1.4714,1.4655,1.4737,1.464,1.3882
12/07/2007,1.4657,1.4632,1.4674,1.46,1.3874
12/06/2007,1.4632,1.4611,1.4653,1.4527,1.3866
12/05/2007,1.4604,1.4765,1.4771,1.4591,1.3858
12/04/2007,1.4766,1.4667,1.4768,1.4634,1.3851
12/03/2007,1.4665,1.4638,1.4708,1.4619,1.3841
11/30/2007,1.4632,1.4745,1.4785,1.4628,1.3833
11/29/2007,1.4741,1.4844,1.4847,1.472,1.3825
11/28/2007,1.4831,1.4824,1.486,1.471,1.3816
11/27/2007,1.4831,1.4872,1.491,1.4809,1.3806
11/26/2007,1.4881,1.4823,1.4888,1.4805,1.3795
11/23/2007,1.4837,1.4849,1.4968,1.4784,1.3784
11/22/2007,1.4855,1.4857,1.4874,1.4821,1.3774
11/21/2007,1.4857,1.4842,1.4872,1.4773,1.3763
11/20/2007,1.4823,1.4665,1.4834,1.4634,1.3752
11/19/2007,1.4663,1.4671,1.4688,1.4618,1.3741
11/16/2007,1.4659,1.4611,1.4674,1.4581,1.3732
11/15/2007,1.4619,1.4644,1.4707,1.4606,1.3723
11/14/2007,1.4657,1.4604,1.4726,1.4598,1.3714
11/13/2007,1.4603,1.4533,1.4635,1.4521,1.3704
11/12/2007,1.4535,1.4671,1.4676,1.4526,1.3695
11/09/2007,1.4676,1.4672,1.4754,1.463,1.3687
11/08/2007,1.4674,1.4642,1.4705,1.4616,1.3677
11/07/2007,1.4644,1.4559,1.4731,1.4553,1.3667
11/06/2007,1.4556,1.4466,1.4573,1.4464,1.3657
11/05/2007,1.4463,1.4514,1.4526,1.4444,1.3648
11/02/2007,1.4508,1.4423,1.4528,1.4417,1.364
11/01/2007,1.442,1.448,1.4484,1.4404,1.3631
10/31/2007,1.4481,1.444,1.4505,1.4418,1.3623
10/30/2007,1.444,1.4425,1.4442,1.4375,1.3614
10/29/2007,1.4425,1.4412,1.444,1.4377,1.3606
10/26/2007,1.4397,1.433,1.4398,1.4317,1.3598
10/25/2007,1.4323,1.4266,1.4346,1.4247,1.359
10/24/2007,1.4267,1.4261,1.427,1.4189,1.3582
10/23/2007,1.4261,1.4179,1.4281,1.417,1.3576
10/22/2007,1.4177,1.4327,1.4348,1.4125,1.3569
10/19/2007,1.4305,1.4286,1.432,1.4245,1.3563
10/18/2007,1.4293,1.4209,1.4312,1.4196,1.3555
10/17/2007,1.4203,1.4169,1.4231,1.4157,1.3548
10/16/2007,1.4163,1.4215,1.4229,1.4143,1.3541
10/15/2007,1.4212,1.4182,1.4245,1.4161,1.3535
10/12/2007,1.4179,1.4201,1.4214,1.4153,1.3528
10/11/2007,1.4194,1.4143,1.4242,1.4135,1.3521
10/10/2007,1.4147,1.4103,1.4173,1.4094,1.3515
10/09/2007,1.4108,1.4058,1.4115,1.4015,1.3508
10/08/2007,1.4057,1.4146,1.4154,1.4034,1.3502
10/05/2007,1.4136,1.4133,1.4157,1.4031,1.3497
10/04/2007,1.4135,1.4091,1.415,1.4068,1.349
10/03/2007,1.4085,1.4152,1.4202,1.4082,1.3484
10/02/2007,1.4153,1.4233,1.4239,1.4139,1.3478
10/01/2007,1.4232,1.4278,1.4282,1.4211,1.3471
9/28/2007,1.4272,1.4149,1.4279,1.4145,1.3463
9/27/2007,1.4151,1.4131,1.4191,1.4124,1.3455
9/26/2007,1.413,1.4146,1.4163,1.4111,1.3448
9/25/2007,1.4146,1.4084,1.4154,1.406,1.3441
9/24/2007,1.4085,1.4091,1.4131,1.4068,1.3434
9/21/2007,1.4091,1.4064,1.4122,1.4043,1.3428
9/20/2007,1.4074,1.3967,1.4101,1.3962,1.3421
9/19/2007,1.3967,1.3979,1.3988,1.3935,1.3415
9/18/2007,1.3982,1.3863,1.399,1.3828,1.3409
9/17/2007,1.3866,1.3868,1.3889,1.3849,1.3403
9/14/2007,1.3875,1.3868,1.3897,1.3845,1.3399
9/13/2007,1.3868,1.3904,1.3927,1.3862,1.3394
09/12/2007,1.3904,1.3834,1.3916,1.3825,1.3389
09/11/2007,1.3838,1.3807,1.3849,1.3779,1.3384
09/10/2007,1.3798,1.3784,1.3817,1.3767,1.3379
09/07/2007,1.3768,1.3695,1.38,1.3664,1.3375
09/06/2007,1.3689,1.365,1.3711,1.3635,1.3371
09/05/2007,1.365,1.3604,1.3673,1.3569,1.3368
09/04/2007,1.3607,1.3622,1.3628,1.3552,1.3365
09/03/2007,1.3621,1.3628,1.3656,1.3603,1.3363
8/31/2007,1.363,1.3637,1.3721,1.3621,1.336
8/30/2007,1.3638,1.3678,1.3679,1.3593,1.3357
8/29/2007,1.3676,1.3601,1.3681,1.3563,1.3355
8/28/2007,1.3604,1.3642,1.3681,1.3599,1.3351
8/27/2007,1.3644,1.3671,1.3686,1.3634,1.3349
8/24/2007,1.3681,1.3566,1.3682,1.3554,1.3346
8/23/2007,1.3569,1.3549,1.3589,1.3535,1.3342
8/22/2007,1.355,1.3462,1.355,1.3449,1.334
8/21/2007,1.3462,1.3476,1.3523,1.3457,1.3338
8/20/2007,1.3473,1.348,1.3509,1.346,1.3337
8/17/2007,1.3476,1.342,1.3546,1.3371,1.3335
8/16/2007,1.3424,1.3426,1.3449,1.3359,1.3334
8/15/2007,1.3426,1.3536,1.3539,1.3425,1.3333
8/14/2007,1.3537,1.3607,1.363,1.3531,1.3332
8/13/2007,1.3611,1.3687,1.371,1.3603,1.333
08/10/2007,1.3693,1.3678,1.3706,1.3641,1.3327
08/09/2007,1.3672,1.3794,1.3819,1.3655,1.3324
08/08/2007,1.3796,1.3744,1.3828,1.372,1.332
08/07/2007,1.3744,1.379,1.3817,1.3735,1.3315
08/06/2007,1.3794,1.3828,1.384,1.378,1.3311
08/03/2007,1.3774,1.3703,1.382,1.3682,1.3306
08/02/2007,1.37,1.3681,1.3708,1.3651,1.3302
08/01/2007,1.367,1.3676,1.3712,1.3638,1.3298
7/31/2007,1.3673,1.3695,1.3728,1.3669,1.3294
7/30/2007,1.3693,1.3615,1.3706,1.3609,1.329
7/27/2007,1.3634,1.3737,1.3754,1.3627,1.3286
7/26/2007,1.3744,1.3725,1.3773,1.3691,1.3282
7/25/2007,1.3724,1.3828,1.3831,1.3697,1.3278
7/24/2007,1.3828,1.3809,1.3854,1.3799,1.3273
7/23/2007,1.3811,1.3838,1.3845,1.3796,1.3268
7/20/2007,1.3827,1.3797,1.3844,1.3779,1.3262
7/19/2007,1.3798,1.3805,1.3832,1.3786,1.3257
7/18/2007,1.3803,1.3782,1.3834,1.3752,1.3251
7/17/2007,1.3788,1.3774,1.3801,1.3758,1.3246
7/16/2007,1.3771,1.3779,1.3803,1.3758,1.324
7/13/2007,1.3784,1.3788,1.3815,1.3763,1.3235
07/12/2007,1.3794,1.3746,1.38,1.3742,1.3229
07/11/2007,1.3746,1.3748,1.3786,1.3731,1.3224
07/10/2007,1.3746,1.3632,1.375,1.3594,1.3218
07/09/2007,1.3629,1.3633,1.364,1.3609,1.3213
07/06/2007,1.3628,1.3597,1.3642,1.3568,1.3209
07/05/2007,1.3598,1.3613,1.3662,1.3579,1.3205
07/04/2007,1.3612,1.3609,1.3632,1.3605,1.3201
07/03/2007,1.3612,1.3632,1.3636,1.3583,1.3197
07/02/2007,1.3626,1.3542,1.3639,1.3529,1.3192
6/29/2007,1.3542,1.3447,1.3542,1.343,1.3188
6/28/2007,1.3446,1.3451,1.3482,1.3423,1.3184
6/27/2007,1.3452,1.3457,1.346,1.3415,1.3182
6/26/2007,1.3453,1.3462,1.3481,1.3432,1.3179
6/25/2007,1.3464,1.3466,1.3474,1.3439,1.3176
6/22/2007,1.3469,1.3386,1.3471,1.3381,1.3174
6/21/2007,1.3396,1.3403,1.3409,1.3373,1.3171
6/20/2007,1.3405,1.3424,1.3438,1.3396,1.3168
6/19/2007,1.3427,1.3414,1.3437,1.3382,1.3166
6/18/2007,1.3415,1.3377,1.342,1.3376,1.3163
6/15/2007,1.3388,1.3306,1.339,1.3304,1.3161
6/14/2007,1.3312,1.3314,1.3325,1.3279,1.3158
6/13/2007,1.3312,1.3302,1.3316,1.3264,1.3157
06/12/2007,1.3302,1.3357,1.3369,1.33,1.3155
06/11/2007,1.3359,1.3363,1.3365,1.3333,1.3154
06/08/2007,1.3374,1.3426,1.3429,1.332,1.3152
06/07/2007,1.343,1.3504,1.3514,1.3422,1.315
06/06/2007,1.3504,1.3517,1.3541,1.3485,1.3147
06/05/2007,1.3524,1.3494,1.3555,1.3487,1.3143
06/04/2007,1.3493,1.3445,1.35,1.3432,1.3139
06/01/2007,1.3449,1.3453,1.3464,1.3392,1.3136
5/31/2007,1.3453,1.343,1.3478,1.3424,1.3133
5/30/2007,1.3428,1.3447,1.3457,1.3407,1.3129
5/29/2007,1.3446,1.345,1.3522,1.342,1.3126
5/28/2007,1.3453,1.3447,1.3464,1.3445,1.3123
5/25/2007,1.3441,1.3431,1.3474,1.3411,1.312
5/24/2007,1.3428,1.346,1.3462,1.3415,1.3117
5/23/2007,1.3462,1.3451,1.3504,1.3415,1.3114
5/22/2007,1.3451,1.3461,1.348,1.3438,1.311
5/21/2007,1.3468,1.3519,1.3529,1.3436,1.3107
5/18/2007,1.3509,1.3498,1.3522,1.3465,1.3103
5/17/2007,1.3495,1.3516,1.3545,1.3475,1.3099
5/16/2007,1.3521,1.3594,1.3611,1.3504,1.3095
5/15/2007,1.3592,1.3542,1.3611,1.3527,1.3091
5/14/2007,1.3542,1.3533,1.3559,1.3525,1.3086
05/11/2007,1.3529,1.3476,1.3533,1.3462,1.3081
05/10/2007,1.3485,1.3527,1.3565,1.3465,1.3077
05/09/2007,1.3529,1.3546,1.3567,1.3519,1.3072
05/08/2007,1.3542,1.36,1.3623,1.3515,1.3068
05/07/2007,1.3599,1.3602,1.3629,1.3592,1.3063
05/04/2007,1.359,1.3548,1.3611,1.3531,1.3058
05/03/2007,1.3556,1.3584,1.3624,1.3548,1.3052
05/02/2007,1.359,1.3605,1.3613,1.356,1.3047
05/01/2007,1.3605,1.3641,1.3674,1.359,1.3042
4/30/2007,1.3647,1.3634,1.368,1.3588,1.3036
4/27/2007,1.3653,1.3592,1.3683,1.3586,1.303
4/26/2007,1.3594,1.3643,1.3655,1.3584,1.3024
4/25/2007,1.3638,1.3638,1.3666,1.3619,1.3018
4/24/2007,1.3643,1.3579,1.3645,1.3548,1.3012
4/23/2007,1.3577,1.3603,1.3609,1.3542,1.3005
4/20/2007,1.3591,1.3614,1.3638,1.3585,1.3
4/19/2007,1.3608,1.3612,1.3621,1.3559,1.2994
4/18/2007,1.3609,1.3575,1.3619,1.3544,1.2988
4/17/2007,1.3572,1.3526,1.3595,1.3521,1.2981
4/16/2007,1.3533,1.3556,1.3577,1.3529,1.2975
4/13/2007,1.3529,1.3489,1.3554,1.3479,1.297
04/12/2007,1.3487,1.3432,1.3504,1.343,1.2964
04/11/2007,1.3432,1.3434,1.3443,1.3407,1.2959
04/10/2007,1.3437,1.3358,1.3457,1.3348,1.2954
04/09/2007,1.3354,1.3373,1.338,1.334,1.2949
04/06/2007,1.3379,1.3429,1.3435,1.3365,1.2945
04/05/2007,1.3422,1.3373,1.3443,1.3352,1.2941
04/04/2007,1.3373,1.3325,1.3382,1.3319,1.2936
04/03/2007,1.3335,1.3367,1.3384,1.3319,1.2932
04/02/2007,1.3369,1.3375,1.3384,1.3331,1.2928
3/30/2007,1.3358,1.3329,1.3403,1.3289,1.2923
3/29/2007,1.3333,1.3315,1.3356,1.3301,1.2919
3/28/2007,1.3317,1.3356,1.3375,1.3307,1.2915
3/27/2007,1.3354,1.3331,1.3371,1.3319,1.2911
3/26/2007,1.3335,1.329,1.3349,1.3254,1.2906
3/23/2007,1.3285,1.3333,1.3345,1.3282,1.2902
3/22/2007,1.3333,1.3384,1.3413,1.331,1.2898
3/21/2007,1.3386,1.3321,1.339,1.3287,1.2894
3/20/2007,1.3316,1.3301,1.3324,1.327,1.2889
3/19/2007,1.3302,1.3319,1.3327,1.3279,1.2884
3/16/2007,1.3314,1.3238,1.3342,1.3232,1.288
3/15/2007,1.3239,1.322,1.3254,1.3193,1.2876
3/14/2007,1.3224,1.3199,1.3247,1.3175,1.2872
3/13/2007,1.3198,1.3189,1.3223,1.3155,1.2869
03/12/2007,1.3188,1.3115,1.3202,1.3108,1.2865
03/09/2007,1.3114,1.3131,1.3159,1.3085,1.2862
03/08/2007,1.3129,1.3175,1.3184,1.3115,1.286
03/07/2007,1.3176,1.3127,1.3187,1.3109,1.2857
03/06/2007,1.3127,1.3093,1.3133,1.3079,1.2854
03/05/2007,1.3095,1.3205,1.3214,1.3071,1.2851
03/02/2007,1.3194,1.3188,1.3203,1.3142,1.2848
03/01/2007,1.3186,1.323,1.3241,1.3154,1.2845
2/28/2007,1.3235,1.3244,1.3249,1.318,1.2841
2/27/2007,1.3242,1.3188,1.3261,1.316,1.2838
2/26/2007,1.3184,1.3165,1.3201,1.3152,1.2833
2/23/2007,1.3167,1.3123,1.319,1.3102,1.283
2/22/2007,1.3125,1.3138,1.3144,1.3079,1.2827
2/21/2007,1.3138,1.3144,1.3167,1.311,1.2824
2/20/2007,1.3138,1.3155,1.319,1.3127,1.282
2/19/2007,1.3155,1.3158,1.3165,1.3122,1.2817
2/16/2007,1.3141,1.3142,1.3148,1.3093,1.2814
2/15/2007,1.3146,1.3131,1.3173,1.3117,1.2811
2/14/2007,1.3129,1.3039,1.3154,1.3024,1.2807
2/13/2007,1.3037,1.2965,1.3045,1.2952,1.2804
02/12/2007,1.2965,1.2992,1.3041,1.2942,1.2802
02/09/2007,1.3005,1.3041,1.3047,1.2982,1.28
02/08/2007,1.3039,1.3014,1.3043,1.2974,1.2798
02/07/2007,1.3019,1.2981,1.3025,1.2965,1.2795
02/06/2007,1.2982,1.2931,1.2992,1.2912,1.2793
02/05/2007,1.2923,1.2964,1.297,1.2913,1.2791
02/02/2007,1.2969,1.3024,1.3064,1.295,1.279
02/01/2007,1.3022,1.3032,1.3053,1.2999,1.2788
1/31/2007,1.3034,1.2969,1.3038,1.2923,1.2786
1/30/2007,1.2965,1.2957,1.2982,1.2942,1.2783
1/29/2007,1.2955,1.2919,1.2967,1.2898,1.2782
1/26/2007,1.2915,1.2936,1.2944,1.2875,1.278
1/25/2007,1.2933,1.2967,1.3004,1.2914,1.2778
1/24/2007,1.2961,1.3022,1.3037,1.2946,1.2777
1/23/2007,1.3025,1.2949,1.3046,1.2928,1.2775
1/22/2007,1.2948,1.2963,1.2982,1.2921,1.2773
1/19/2007,1.2966,1.2962,1.3002,1.2913,1.2771
1/18/2007,1.2954,1.2944,1.2978,1.2896,1.2769
1/17/2007,1.2938,1.2919,1.2952,1.2896,1.2767
1/16/2007,1.2919,1.2941,1.2992,1.2909,1.2765
1/15/2007,1.2936,1.2927,1.2959,1.2914,1.2764
01/12/2007,1.2917,1.2891,1.2946,1.2866,1.2762
01/11/2007,1.2893,1.2937,1.3016,1.2881,1.276
01/10/2007,1.2934,1.3002,1.3008,1.2931,1.2759
01/09/2007,1.2997,1.3023,1.3054,1.2985,1.2757
01/08/2007,1.302,1.3013,1.3037,1.2973,1.2755
01/05/2007,1.3003,1.3085,1.3106,1.298,1.2752
01/04/2007,1.3085,1.3167,1.3182,1.3074,1.275
01/03/2007,1.3163,1.3272,1.3291,1.3146,1.2746
01/02/2007,1.3277,1.3201,1.3299,1.3196,1.2742
01/01/2007,1.3199,1.3197,1.3203,1.3171,1.2737
12/29/2006,1.3199,1.315,1.3208,1.3138,1.2732
12/28/2006,1.3148,1.3119,1.3203,1.3104,1.2727
12/27/2006,1.312,1.3098,1.318,1.3093,1.2723
12/26/2006,1.3096,1.3117,1.3142,1.3089,1.2719
12/25/2006,1.3131,1.3133,1.3165,1.31,1.2715
12/22/2006,1.3144,1.3174,1.3216,1.3109,1.2711
12/21/2006,1.3173,1.3175,1.3218,1.314,1.2707
12/20/2006,1.3178,1.3188,1.3246,1.316,1.2702
12/19/2006,1.3192,1.3102,1.3217,1.3083,1.2697
12/18/2006,1.31,1.3083,1.3123,1.3053,1.2692
12/15/2006,1.3083,1.3144,1.3188,1.3059,1.2688
12/14/2006,1.3146,1.3215,1.3255,1.314,1.2684
12/13/2006,1.3218,1.3282,1.329,1.3191,1.268
12/12/2006,1.328,1.3238,1.3292,1.3211,1.2674
12/11/2006,1.3237,1.3178,1.3265,1.3131,1.2668
12/08/2006,1.3201,1.3287,1.3365,1.3192,1.2663
12/07/2006,1.3291,1.3283,1.3327,1.3274,1.2657
12/06/2006,1.3293,1.3317,1.3342,1.3255,1.2651
12/05/2006,1.3323,1.3338,1.3365,1.3285,1.2644
12/04/2006,1.3321,1.3334,1.3369,1.3282,1.2637
12/01/2006,1.3336,1.3243,1.335,1.3217,1.2631
11/30/2006,1.3241,1.3154,1.3275,1.3141,1.2624
11/29/2006,1.3148,1.3199,1.322,1.3131,1.2617
11/28/2006,1.3201,1.3133,1.3209,1.3114,1.2612
11/27/2006,1.3133,1.3171,1.3173,1.3087,1.2606
11/24/2006,1.3093,1.2946,1.3112,1.2944,1.2601
11/23/2006,1.2942,1.2946,1.2976,1.2927,1.2596
11/22/2006,1.2944,1.2843,1.2959,1.2837,1.2592
11/21/2006,1.2845,1.2818,1.2856,1.2797,1.2589
11/20/2006,1.2812,1.283,1.2856,1.2805,1.2586
11/17/2006,1.2828,1.2793,1.2847,1.2761,1.2584
11/16/2006,1.2798,1.2826,1.2842,1.2784,1.2581
11/15/2006,1.2826,1.2813,1.2837,1.2772,1.2579
11/14/2006,1.2812,1.2807,1.2873,1.279,1.2577
11/13/2006,1.2803,1.2843,1.2879,1.2795,1.2574
11/10/2006,1.2844,1.2828,1.2901,1.2826,1.2572
11/09/2006,1.2826,1.2757,1.2849,1.275,1.2569
11/08/2006,1.2757,1.2773,1.2811,1.2744,1.2567
11/07/2006,1.2772,1.2724,1.2821,1.2721,1.2565
11/06/2006,1.2721,1.2719,1.2727,1.2689,1.2563
11/03/2006,1.2718,1.2779,1.2793,1.2682,1.2561
