Date,Price,Open,High,Low,Vol,Change,200EMA
2020.10.23,1.1859,1.1819,1.1866,1.1787,99230,0.36,1.144207875
2020.10.22,1.1816,1.1862,1.1868,1.1811,92340,-0.38,1.143788859
2020.10.21,1.1861,1.1822,1.1882,1.1821,102150,0.34,1.143408847
2020.10.20,1.1821,1.1769,1.1841,1.176,80900,0.47,1.142979791
2020.10.19,1.1766,1.1722,1.1795,1.1703,79030,0.41,1.142586623
2020.10.16,1.1718,1.1708,1.1746,1.1694,99820,0.1,1.14224478
2020.10.15,1.1706,1.1747,1.176,1.1688,93650,-0.34,1.141947742
2020.10.14,1.1746,1.1746,1.1772,1.1719,101990,0.02,1.14165978
2020.10.13,1.1744,1.1813,1.1817,1.1731,109710,-0.58,1.141328722
2020.10.12,1.1813,1.1819,1.1827,1.1786,93740,-0.09,1.140996348
2020.10.09,1.1824,1.1759,1.1832,1.1753,80070,0.56,1.140591286
2020.10.08,1.1758,1.1762,1.1782,1.1732,123240,-0.02,1.140171098
2020.10.07,1.176,1.1735,1.1783,1.1724,110950,0.22,1.139813018
2020.10.06,1.1734,1.1782,1.1809,1.1731,116860,-0.4,1.13944933
2020.10.05,1.1781,1.1716,1.1798,1.1707,89850,0.58,1.139108117
2020.10.02,1.1713,1.1748,1.1751,1.1695,133920,-0.29,1.138716239
2020.10.01,1.1747,1.1719,1.177,1.1717,124500,0.25,1.138388764
2020.09.30,1.1718,1.1743,1.1756,1.1684,97740,-0.2,1.138023827
2020.09.29,1.1742,1.1666,1.1746,1.166,83240,0.67,1.137684368
2020.09.28,1.1664,1.1638,1.1679,1.1615,66530,0.29,1.137317377
2020.09.25,1.163,1.1671,1.1686,1.1612,110250,-0.36,1.137025089
2020.09.24,1.1672,1.166,1.1688,1.1626,137590,0.11,1.136764035
2020.09.23,1.1659,1.1708,1.1719,1.1651,138940,-0.4,1.136458146
2020.09.22,1.1706,1.177,1.1774,1.1691,126680,-0.54,1.136162248
2020.09.21,1.1769,1.1848,1.1873,1.1731,138820,-0.57,1.13581614
2020.09.18,1.1837,1.1848,1.1871,1.1826,101560,-0.08,1.135403237
2020.09.17,1.1847,1.1816,1.1854,1.1737,120760,0.28,1.134917842
2020.09.16,1.1814,1.185,1.1883,1.1787,99170,-0.26,1.134417519
2020.09.15,1.1845,1.1865,1.1901,1.1839,74090,-0.19,1.133945333
2020.09.14,1.1868,1.184,1.1889,1.183,66100,0.19,1.133437246
2020.09.11,1.1845,1.1814,1.1875,1.1812,85260,0.27,1.132900937
2020.09.10,1.1813,1.1801,1.1918,1.18,97140,0.09,1.132382353
2020.09.09,1.1802,1.1777,1.1834,1.1753,107960,0.2,1.131890719
2020.09.08,1.1779,1.1817,1.1829,1.1765,108810,-0.32,1.131405198
2020.09.07,1.1817,1.1833,1.1849,1.1811,72670,-0.18,1.130937914
2020.09.04,1.1838,1.185,1.1866,1.1781,99670,-0.09,1.130427742
2020.09.03,1.1849,1.1852,1.1866,1.1789,106370,-0.03,1.129891337
2020.09.02,1.1853,1.1911,1.1931,1.1822,102490,-0.48,1.129338487
2020.09.01,1.191,1.1936,1.2012,1.1901,103880,-0.22,1.128776059
2020.08.31,1.1936,1.1899,1.1967,1.1883,86900,0.28,1.128150693
2020.08.28,1.1903,1.1822,1.192,1.181,95960,0.69,1.127492911
2020.08.27,1.1821,1.1831,1.1902,1.1762,104950,-0.07,1.126861684
2020.08.26,1.1829,1.1834,1.1841,1.1772,99760,-0.03,1.126306525
2020.08.25,1.1833,1.1793,1.1845,1.1783,99430,0.39,1.125737746
2020.08.24,1.1787,1.1787,1.1851,1.1783,86280,-0.07,1.125159231
2020.08.21,1.1795,1.186,1.1883,1.1754,98560,-0.54,1.124621133
2020.08.20,1.1859,1.1839,1.1869,1.1802,114050,0.19,1.124069587
2020.08.19,1.1836,1.1931,1.1954,1.183,110240,-0.78,1.123448176
2020.08.18,1.1929,1.187,1.1967,1.1865,105450,0.51,1.122843635
2020.08.17,1.1869,1.184,1.1882,1.1829,86600,0.24,1.122139551
2020.08.14,1.1841,1.1815,1.1852,1.1782,78130,0.25,1.121488692
2020.08.13,1.1812,1.1786,1.1865,1.1781,93340,0.25,1.120859432
2020.08.12,1.1782,1.174,1.1816,1.171,81070,0.37,1.120252995
2020.08.11,1.1739,1.1738,1.1808,1.1722,101790,0.03,1.119670613
2020.08.10,1.1736,1.1788,1.1803,1.1736,87410,-0.42,1.119125594
2020.08.07,1.1786,1.1877,1.1884,1.1755,102810,-0.75,1.118578112
2020.08.06,1.1875,1.1863,1.1917,1.1818,121220,0.12,1.117974877
2020.08.05,1.1861,1.1802,1.1906,1.1793,106240,0.52,1.117276132
2020.08.04,1.18,1.1765,1.1807,1.172,90140,0.33,1.116584435
2020.08.03,1.1761,1.1783,1.1797,1.1696,97010,-0.11,1.115947093
2020.07.31,1.1774,1.1846,1.191,1.176,111290,-0.61,1.115342541
2020.07.30,1.1846,1.1788,1.1849,1.1731,119560,0.47,1.114718848
2020.07.29,1.179,1.1718,1.1807,1.1714,99770,0.65,1.114016525
2020.07.28,1.1714,1.1753,1.1774,1.1698,103300,-0.31,1.113363424
2020.07.27,1.1751,1.1646,1.1782,1.1637,102170,0.83,1.112780142
2020.07.24,1.1654,1.1597,1.1659,1.158,107480,0.52,1.112153812
2020.07.23,1.1594,1.1575,1.1628,1.1539,101830,0.22,1.111618674
2020.07.22,1.1568,1.1528,1.1602,1.1507,98970,0.36,1.11113846
2020.07.21,1.1526,1.1447,1.154,1.1422,91410,0.72,1.11067955
2020.07.20,1.1444,1.141,1.1468,1.1401,91330,0.16,1.110258239
2020.07.17,1.1426,1.1384,1.1444,1.1377,104770,0.38,1.109915106
2020.07.16,1.1383,1.1411,1.1443,1.137,117850,-0.24,1.109586614
2020.07.15,1.141,1.14,1.1452,1.1391,114090,0.12,1.109298038
2020.07.14,1.1396,1.1343,1.1409,1.1324,122200,0.49,1.108979425
2020.07.13,1.134,1.13,1.1375,1.1297,94590,0.37,1.10867168
2020.07.10,1.1298,1.1285,1.1326,1.1255,92410,0.15,1.108417124
2020.07.09,1.1281,1.1329,1.1372,1.1279,102920,-0.42,1.108202221
2020.07.08,1.1329,1.1273,1.1352,1.1262,114710,0.52,1.108002243
2020.07.07,1.127,1.1308,1.1334,1.1258,118910,-0.34,1.107752015
2020.07.06,1.1308,1.1242,1.1346,1.124,92460,0.53,1.107558568
2020.07.03,1.1248,1.1239,1.1254,1.1219,117330,0.09,1.107324985
2020.07.02,1.1238,1.1252,1.1303,1.1222,109990,-0.11,1.107149357
2020.07.01,1.125,1.1233,1.1276,1.1185,98490,0.17,1.106982014
2020.06.30,1.1231,1.1242,1.1263,1.1191,125660,-0.08,1.106800929
2020.06.29,1.124,1.1227,1.1289,1.1216,120440,0.21,1.106637119
2020.06.26,1.1217,1.1218,1.1241,1.1194,117840,0,1.106462618
2020.06.25,1.1217,1.1251,1.1261,1.119,130050,-0.29,1.106309478
2020.06.24,1.125,1.1308,1.1327,1.1248,121540,-0.5,1.1061548
2020.06.23,1.1306,1.1259,1.135,1.1233,131870,0.43,1.105965401
2020.06.22,1.1258,1.1185,1.1271,1.1168,109670,0.74,1.105717817
2020.06.19,1.1175,1.1205,1.1255,1.1168,122260,-0.24,1.105515986
2020.06.18,1.1202,1.1244,1.1264,1.1185,125420,-0.36,1.105395543
2020.06.17,1.1243,1.1264,1.1295,1.1207,137110,-0.18,1.105246755
2020.06.16,1.1263,1.1325,1.1353,1.1228,120590,-0.52,1.105055265
2020.06.15,1.1322,1.1245,1.1334,1.1226,127450,0.6,1.10484175
2020.06.12,1.1254,1.1299,1.1341,1.1212,119100,-0.38,1.104566793
2020.06.11,1.1297,1.1373,1.1404,1.1287,144070,-0.63,1.104357414
2020.06.10,1.1369,1.134,1.1423,1.1322,120980,0.26,1.104102714
2020.06.09,1.134,1.1297,1.1365,1.1241,119400,0.43,1.103773093
2020.06.08,1.1292,1.1289,1.1321,1.1267,92170,0.07,1.103469305
2020.06.05,1.1284,1.1337,1.1385,1.1278,118690,-0.46,1.103210705
2020.06.04,1.1336,1.1234,1.1363,1.1194,123940,0.93,1.102957547
2020.06.03,1.1232,1.1172,1.1257,1.1166,136510,0.56,1.102649582
2020.06.02,1.1169,1.1137,1.1197,1.1114,128720,0.31,1.102443045
2020.06.01,1.1134,1.1097,1.1155,1.1095,103970,0.32,1.102297749
2020.05.29,1.1098,1.1078,1.1146,1.107,119660,0.2,1.102186169
2020.05.28,1.1076,1.1005,1.1094,1.0991,121590,0.66,1.102109648
2020.05.27,1.1003,1.0983,1.1032,1.0934,123600,0.21,1.102054469
2020.05.26,1.098,1.0899,1.0997,1.0891,100330,0.74,1.102072102
2020.05.25,1.0899,1.0903,1.0915,1.087,65120,-0.01,1.102113027
2020.05.22,1.09,1.0949,1.0961,1.0885,118980,-0.45,1.102235771
2020.05.21,1.0949,1.0979,1.101,1.0936,109500,-0.26,1.102358744
2020.05.20,1.0977,1.0928,1.1,1.0918,118500,0.51,1.102433706
2020.05.19,1.0921,1.0913,1.0977,1.0901,112060,0.08,1.102481281
2020.05.18,1.0912,1.0816,1.0927,1.0799,90580,0.9,1.102585615
2020.05.15,1.0815,1.0805,1.0851,1.0789,98480,0.1,1.102700044
2020.05.14,1.0804,1.0819,1.0826,1.0775,115470,-0.11,1.102913109
2020.05.13,1.0816,1.0848,1.0897,1.0811,119990,-0.28,1.103139372
2020.05.12,1.0846,1.0807,1.0885,1.0784,125120,0.37,1.103355848
2020.05.11,1.0806,1.0838,1.0851,1.08,96780,-0.31,1.103544349
2020.05.08,1.084,1.0833,1.0876,1.0814,104970,0.07,1.103774945
2020.05.07,1.0832,1.0795,1.0835,1.0766,109250,0.35,1.103973689
2020.05.06,1.0794,1.0836,1.0848,1.0782,106060,-0.41,1.104182469
2020.05.05,1.0838,1.0907,1.0927,1.0826,100330,-0.62,1.104431539
2020.05.04,1.0906,1.098,1.098,1.0895,87750,-0.7,1.104638892
2020.05.01,1.0983,1.0956,1.1019,1.0934,91350,0.26,1.104779986
2020.04.30,1.0955,1.0872,1.0973,1.0833,122440,0.75,1.104845111
2020.04.29,1.0873,1.0819,1.0886,1.0818,131410,0.51,1.104939032
2020.04.28,1.0818,1.0829,1.089,1.081,132700,-0.09,1.105116309
2020.04.27,1.0828,1.0809,1.0862,1.0808,113190,0.07,1.105350644
2020.04.24,1.082,1.0778,1.0831,1.0726,119650,0.41,1.105577283
2020.04.23,1.0776,1.0824,1.0848,1.0755,121040,-0.43,1.105814241
2020.04.22,1.0822,1.0857,1.0886,1.0802,114980,-0.31,1.106097801
2020.04.21,1.0856,1.0862,1.0882,1.0816,121510,-0.06,1.10633798
2020.04.20,1.0862,1.0875,1.0898,1.0841,114310,-0.13,1.106546402
2020.04.17,1.0876,1.0835,1.0893,1.0812,129160,0.38,1.106750888
2020.04.16,1.0835,1.0911,1.0913,1.0817,128710,-0.66,1.10694336
2020.04.15,1.0907,1.098,1.0991,1.0856,111310,-0.66,1.107178971
2020.04.14,1.0979,1.0914,1.0988,1.0904,110470,0.6,1.107344589
2020.04.13,1.0913,1.0941,1.0969,1.0892,62170,-0.2,1.10743951
2020.04.10,1.0935,1.093,1.0953,1.0919,62110,0.07,1.107601716
2020.04.09,1.0927,1.0857,1.0953,1.0841,116280,0.65,1.107743441
2020.04.08,1.0856,1.0891,1.0904,1.0829,128090,-0.3,1.107894632
2020.04.07,1.0889,1.0793,1.0926,1.0783,140120,0.91,1.108118698
2020.04.06,1.0791,1.0813,1.0835,1.0768,115260,-0.16,1.108311851
2020.04.03,1.0808,1.0858,1.0865,1.0773,114660,-0.44,1.108605438
2020.04.02,1.0856,1.0964,1.097,1.082,131830,-0.97,1.108884889
2020.04.01,1.0962,1.1031,1.104,1.0903,127790,-0.61,1.109118908
2020.03.31,1.1029,1.1049,1.1056,1.0926,132030,-0.15,1.109248747
2020.03.30,1.1046,1.1136,1.1145,1.101,120260,-0.84,1.109312553
2020.03.27,1.114,1.103,1.1148,1.0953,137100,1.02,1.109359915
2020.03.26,1.1028,1.0881,1.1059,1.0869,135710,1.36,1.109313281
2020.03.25,1.088,1.0789,1.0895,1.0761,141890,0.86,1.109378741
2020.03.24,1.0787,1.0726,1.0889,1.0722,140570,0.62,1.109593603
2020.03.23,1.0721,1.0696,1.0828,1.0637,142130,0.25,1.109904092
2020.03.20,1.0694,1.0691,1.0832,1.0637,157420,0.04,1.110284032
2020.03.19,1.069,1.0915,1.0982,1.0654,154120,-2.04,1.110694927
2020.03.18,1.0913,1.0997,1.1046,1.0802,142400,-0.75,1.111113972
2020.03.17,1.0996,1.1183,1.119,1.0955,135650,-1.65,1.111313107
2020.03.16,1.1181,1.1085,1.1237,1.1046,140340,0.68,1.111430827
2020.03.13,1.1105,1.1185,1.1222,1.1054,150520,-0.7,1.1113638
2020.03.12,1.1183,1.1269,1.1334,1.1055,141450,-0.75,1.111372481
2020.03.11,1.1267,1.128,1.1367,1.1257,136100,-0.11,1.111302858
2020.03.10,1.1279,1.1446,1.1459,1.1274,130039,-1.47,1.111148113
2020.03.09,1.1447,1.1292,1.1494,1.1284,140670,1.44,1.110979752
2020.03.06,1.1285,1.1238,1.1356,1.1212,120580,0.41,1.110640855
2020.03.05,1.1239,1.1136,1.1245,1.1119,95960,0.94,1.110461366
2020.03.04,1.1134,1.1172,1.1187,1.1094,99180,-0.33,1.110326305
2020.03.03,1.1171,1.1133,1.1214,1.1095,111380,0.35,1.110295413
2020.03.02,1.1132,1.1003,1.1186,1.1003,112460,0.97,1.110227025
2020.02.28,1.1025,1.1001,1.1054,1.095,103280,0.25,1.110197146
2020.02.27,1.0998,1.0881,1.1006,1.0878,96550,1.09,1.110274504
2020.02.26,1.0879,1.0881,1.091,1.0855,96530,0,1.110379776
2020.02.25,1.0879,1.0854,1.0891,1.0829,95390,0.25,1.110605703
2020.02.24,1.0852,1.0841,1.0872,1.0805,80310,0.08,1.110833901
2020.02.21,1.0843,1.0785,1.0864,1.0783,72950,0.56,1.111091528
2020.02.20,1.0783,1.0806,1.0821,1.0776,79090,-0.19,1.11136079
2020.02.19,1.0804,1.0791,1.0812,1.0782,78970,0.12,1.111693059
2020.02.18,1.0791,1.0838,1.0839,1.0785,79000,-0.4,1.112007562
2020.02.17,1.0834,1.0832,1.0852,1.0821,57610,0.04,1.112338292
2020.02.14,1.083,1.0841,1.0862,1.0827,71960,-0.09,1.112629129
2020.02.13,1.084,1.0874,1.089,1.0833,74390,-0.29,1.112926909
2020.02.12,1.0871,1.0916,1.0927,1.0864,71510,-0.39,1.113217632
2020.02.11,1.0914,1.0911,1.0926,1.0891,73600,0.05,1.11348012
2020.02.10,1.0909,1.0951,1.0958,1.0907,75920,-0.31,1.113702031
2020.02.07,1.0943,1.0983,1.0986,1.0941,69260,-0.34,1.113931197
2020.02.06,1.098,1.0999,1.1014,1.0964,72550,-0.15,1.114128496
2020.02.05,1.0997,1.1044,1.1049,1.0993,71870,-0.41,1.114290591
2020.02.04,1.1042,1.1059,1.1065,1.1033,71230,-0.14,1.11443723
2020.02.03,1.1058,1.1092,1.1096,1.1035,63800,-0.32,1.114540117
2020.01.31,1.1093,1.1032,1.1097,1.1016,69730,0.57,1.114627957
2020.01.30,1.103,1.101,1.104,1.1006,71940,0.19,1.114681505
2020.01.29,1.1009,1.1022,1.1028,1.0991,66910,-0.1,1.114798907
2020.01.28,1.102,1.1019,1.1026,1.0998,63240,0.04,1.114938594
2020.01.27,1.1016,1.1021,1.1039,1.1009,66680,-0.06,1.11506863
2020.01.24,1.1023,1.1055,1.1063,1.102,56270,-0.26,1.115203994
2020.01.23,1.1052,1.1092,1.1109,1.1036,51040,-0.35,1.115333682
2020.01.22,1.1091,1.1084,1.1099,1.107,61010,0.08,1.115435528
2020.01.21,1.1082,1.1095,1.1119,1.108,59800,-0.11,1.115499202
2020.01.20,1.1094,1.1092,1.1104,1.1076,48780,0.05,1.11557256
2020.01.17,1.1088,1.1136,1.1143,1.1085,51680,-0.42,1.115634596
2020.01.16,1.1135,1.1151,1.1173,1.1128,63960,-0.13,1.115703286
2020.01.15,1.1149,1.113,1.1164,1.1118,73330,0.2,1.115725429
2020.01.14,1.1127,1.1135,1.1145,1.1104,75220,-0.05,1.115733725
2020.01.13,1.1133,1.1125,1.1148,1.1112,64890,0.12,1.115764215
2020.01.10,1.112,1.1106,1.113,1.1085,63100,0.14,1.115788981
2020.01.09,1.1105,1.1106,1.1121,1.1092,71070,0.02,1.115827061
2020.01.08,1.1103,1.1154,1.1169,1.1101,87760,-0.43,1.115880599
2020.01.07,1.1151,1.1198,1.1198,1.1133,69970,-0.38,1.115936686
2020.01.06,1.1193,1.1168,1.1207,1.1155,58880,0.31,1.115945094
2020.01.03,1.1158,1.1172,1.1181,1.1125,56620,-0.11,1.115911377
2020.01.02,1.117,1.1212,1.1227,1.1163,43890,-0.36,1.115912496
2020.01.01,1.121,1.1213,1.1223,1.1205,780,0,1.115901567
2019.12.31,1.121,1.1198,1.124,1.1198,43320,0.12,1.115850326
2019.12.30,1.1197,1.1175,1.1223,1.117,51630,0.2,1.11579857
2019.12.27,1.1175,1.1097,1.1188,1.1095,51370,0.71,1.11575936
2019.12.26,1.1096,1.1091,1.111,1.1082,30960,0.05,1.115741866
2019.12.25,1.109,1.1089,1.1107,1.1073,16740,0.03,1.115803594
2019.12.24,1.1087,1.1089,1.1095,1.1069,55940,0.01,1.115871971
2019.12.23,1.1086,1.1081,1.1097,1.1069,48040,0.07,1.115944051
2019.12.20,1.1078,1.1122,1.1127,1.1065,49590,-0.38,1.116017861
2019.12.19,1.112,1.1113,1.1145,1.1107,53350,0.08,1.116100453
2019.12.18,1.1111,1.115,1.1156,1.111,54790,-0.34,1.116141663
2019.12.17,1.1149,1.1143,1.1176,1.1128,58490,0.06,1.116192333
2019.12.16,1.1142,1.1122,1.1159,1.1122,55190,0.21,1.116205321
2019.12.13,1.1119,1.1129,1.12,1.1111,81100,-0.08,1.116225475
2019.12.12,1.1128,1.113,1.1155,1.1102,67590,0,1.116268948
2019.12.11,1.1128,1.1092,1.1145,1.107,62710,0.32,1.116303811
2019.12.10,1.1092,1.1063,1.1099,1.1062,59630,0.27,1.116339026
2019.12.09,1.1062,1.1055,1.1079,1.1052,42700,0.05,1.116410775
2019.12.06,1.1057,1.1105,1.1111,1.104,47040,-0.41,1.116513395
2019.12.05,1.1102,1.1079,1.1109,1.1077,53750,0.23,1.116622073
2019.12.04,1.1076,1.1082,1.1116,1.1066,65260,-0.05,1.116686616
2019.12.03,1.1081,1.1078,1.1094,1.1065,67150,0.04,1.116777939
2019.12.02,1.1077,1.1014,1.109,1.1003,62320,0.56,1.116865154
2019.11.29,1.1015,1.1008,1.1029,1.098,57110,0.07,1.116957266
2019.11.28,1.1007,1.0999,1.1019,1.0999,60180,0.08,1.117112616
2019.11.27,1.0998,1.102,1.1026,1.0991,61750,-0.18,1.117277567
2019.11.26,1.1018,1.1014,1.1027,1.1006,60850,0.05,1.117453221
2019.11.25,1.1013,1.1024,1.1033,1.1004,57550,-0.08,1.11761054
2019.11.22,1.1022,1.1058,1.1086,1.1014,65360,-0.32,1.117774465
2019.11.21,1.1057,1.1074,1.1098,1.1051,70470,-0.14,1.117930992
2019.11.20,1.1072,1.1078,1.1083,1.1053,75060,-0.05,1.118053916
2019.11.19,1.1078,1.1072,1.1085,1.1062,67020,0.07,1.118163001
2019.11.18,1.107,1.1052,1.1091,1.1048,64200,0.18,1.118267152
2019.11.15,1.105,1.1021,1.1058,1.1014,65269,0.26,1.118380389
2019.11.14,1.1021,1.1006,1.1028,1.0989,68060,0.14,1.118514866
2019.11.13,1.1006,1.101,1.1021,1.0994,64750,-0.01,1.118679839
2019.11.12,1.1007,1.1033,1.104,1.1002,58970,-0.23,1.118861546
2019.11.11,1.1032,1.1022,1.1044,1.1016,45860,0.15,1.119044074
2019.11.08,1.1016,1.105,1.1056,1.1016,56670,-0.3,1.119203311
2019.11.07,1.1049,1.1066,1.1092,1.1035,84040,-0.14,1.119380229
2019.11.06,1.1065,1.1075,1.1094,1.1064,73320,-0.08,1.119525759
2019.11.05,1.1074,1.1128,1.1141,1.1063,81700,-0.47,1.119656671
2019.11.04,1.1126,1.1165,1.1176,1.1124,66790,-0.35,1.119779854
2019.11.01,1.1165,1.1152,1.1172,1.1128,67560,0.13,1.119852013
2019.10.31,1.115,1.1151,1.1176,1.113,84760,0.02,1.119885702
2019.10.30,1.1148,1.1112,1.1152,1.1079,71390,0.34,1.119934804
2019.10.29,1.111,1.1099,1.112,1.1073,56620,0.11,1.11998641
2019.10.28,1.1098,1.1082,1.1108,1.1076,49680,0.18,1.120076726
2019.10.25,1.1078,1.1104,1.1123,1.1072,66880,-0.23,1.120180009
2019.10.24,1.1104,1.1131,1.1164,1.1092,77930,-0.22,1.120304432
2019.10.23,1.1129,1.1125,1.1141,1.1106,77540,0.04,1.120403974
2019.10.22,1.1124,1.115,1.1158,1.1118,77870,-0.22,1.120479391
2019.10.21,1.1148,1.1143,1.118,1.1137,72460,-0.19,1.12056059
2019.10.18,1.1169,1.1125,1.1173,1.1114,71330,0.42,1.120618486
2019.10.17,1.1122,1.1072,1.1141,1.1064,86080,0.47,1.120655858
2019.10.16,1.107,1.1033,1.1086,1.1021,87180,0.35,1.120740841
2019.10.15,1.1031,1.1028,1.1047,1.0991,88260,0.03,1.12087894
2019.10.14,1.1028,1.1044,1.105,1.1013,70530,-0.11,1.121057623
2019.10.11,1.104,1.1006,1.1063,1.1,92510,0.33,1.121241116
2019.10.10,1.1004,1.0971,1.1035,1.097,90920,0.32,1.121414394
2019.10.09,1.0969,1.0956,1.0991,1.0951,74640,0.14,1.121625594
2019.10.08,1.0954,1.0971,1.0997,1.0941,77640,-0.15,1.121874092
2019.10.07,1.097,1.0976,1.1001,1.0962,63620,-0.05,1.122140164
2019.10.04,1.0976,1.0963,1.0999,1.0956,77210,0.11,1.122392829
2019.10.03,1.0964,1.0959,1.1,1.0941,74960,0.05,1.122642003
2019.10.02,1.0958,1.0933,1.0964,1.0904,59610,0.26,1.122905742
2019.10.01,1.093,1.09,1.0943,1.0878,66570,0.29,1.123178161
2019.09.30,1.0898,1.094,1.0948,1.0884,60670,-0.37,1.123481459
2019.09.27,1.0938,1.0921,1.096,1.0905,70740,0.16,1.123819966
2019.09.26,1.0921,1.0942,1.0969,1.0908,77230,-0.18,1.124121674
2019.09.25,1.0941,1.102,1.1025,1.0937,70800,-0.7,1.1244435
2019.09.24,1.1018,1.0994,1.1025,1.0983,67680,0.25,1.12474846
2019.09.23,1.0991,1.1016,1.1027,1.0965,62980,-0.24,1.124979098
2019.09.20,1.1017,1.1042,1.1069,1.0996,66060,-0.21,1.125239189
2019.09.19,1.104,1.103,1.1075,1.1022,68940,0.1,1.125475764
2019.09.18,1.1029,1.1073,1.1077,1.1013,68220,-0.38,1.125691601
2019.09.17,1.1071,1.1,1.1076,1.099,78200,0.65,1.125920662
2019.09.16,1.1,1.1087,1.1093,1.0993,76330,-0.66,1.126109815
2019.09.13,1.1073,1.1063,1.111,1.1055,81760,0.11,1.126372225
2019.09.12,1.1061,1.1011,1.1087,1.0927,89750,0.47,1.126563905
2019.09.11,1.1009,1.1044,1.1056,1.0984,75200,-0.31,1.126769573
2019.09.10,1.1043,1.1047,1.1061,1.103,72760,-0.03,1.127029569
2019.09.09,1.1046,1.1024,1.1069,1.1015,67880,0.17,1.127258006
2019.09.06,1.1027,1.1034,1.1057,1.102,84700,-0.05,1.127485725
2019.09.05,1.1033,1.1037,1.1085,1.1016,91310,0,1.127734828
2019.09.04,1.1033,1.0974,1.1039,1.0968,94440,0.56,1.127980404
2019.09.03,1.0972,1.097,1.0979,1.0926,94860,0.05,1.128228448
2019.09.02,1.0966,1.0989,1.1,1.0957,67020,-0.21,1.128540292
2019.08.30,1.0989,1.1056,1.1062,1.0963,83850,-0.6,1.1288613
2019.08.29,1.1055,1.1077,1.1092,1.1042,83420,-0.2,1.129162419
2019.08.28,1.1077,1.1091,1.1099,1.1072,83860,-0.12,1.129400232
2019.08.27,1.109,1.1103,1.1116,1.1085,84150,-0.09,1.129618325
2019.08.26,1.11,1.1145,1.1166,1.1093,94640,-0.39,1.129825544
2019.08.23,1.1144,1.1079,1.1154,1.1051,91220,0.6,1.130024796
2019.08.22,1.1078,1.1085,1.1114,1.1063,81700,-0.05,1.130181829
2019.08.21,1.1083,1.11,1.1108,1.108,79980,-0.14,1.130406772
2019.08.20,1.1099,1.1079,1.1107,1.1065,82510,0.21,1.13062895
2019.08.19,1.1076,1.1092,1.1114,1.1076,71550,-0.12,1.130837282
2019.08.16,1.1089,1.1107,1.1114,1.1066,75880,-0.15,1.131070822
2019.08.15,1.1106,1.1139,1.1159,1.1091,92300,-0.29,1.131293644
2019.08.14,1.1138,1.1171,1.1192,1.113,91930,-0.28,1.131501621
2019.08.13,1.1169,1.1214,1.1229,1.117,92350,-0.38,1.131679526
2019.08.12,1.1212,1.1204,1.1231,1.1162,72490,0.13,1.131828064
2019.08.09,1.1198,1.118,1.1223,1.1179,89360,0.18,1.131934879
2019.08.08,1.1178,1.1199,1.1233,1.1177,101840,-0.17,1.132056838
2019.08.07,1.1197,1.1199,1.1243,1.1179,105390,-0.01,1.132200123
2019.08.06,1.1198,1.1203,1.125,1.1168,105460,-0.04,1.132325752
2019.08.05,1.1202,1.1103,1.1214,1.1103,100410,0.86,1.132451639
2019.08.02,1.1107,1.1085,1.1118,1.107,97580,0.22,1.132574771
2019.08.01,1.1083,1.1076,1.1096,1.1027,103820,0.08,1.132794618
2019.07.31,1.1074,1.1155,1.1163,1.1059,84770,-0.71,1.133040795
2019.07.30,1.1153,1.1144,1.1162,1.1132,78920,0.08,1.133298491
2019.07.29,1.1144,1.1127,1.1151,1.1113,64099,0.17,1.133479381
2019.07.26,1.1125,1.1147,1.1151,1.1112,65450,-0.18,1.133671133
2019.07.25,1.1145,1.1141,1.1188,1.1101,79250,0.05,1.133883908
2019.07.24,1.1139,1.1152,1.1159,1.1127,80490,-0.11,1.134078722
2019.07.23,1.1151,1.121,1.1211,1.1145,75820,-0.51,1.134281523
2019.07.22,1.1208,1.1218,1.1226,1.1206,66810,-0.11,1.134474302
2019.07.19,1.122,1.1277,1.1283,1.1203,86560,-0.49,1.134611732
2019.07.18,1.1275,1.1224,1.1281,1.1205,82740,0.46,1.134738483
2019.07.17,1.1223,1.1211,1.1235,1.12,72840,0.12,1.134811232
2019.07.16,1.1209,1.1257,1.1264,1.1201,73540,-0.43,1.134936973
2019.07.15,1.1257,1.1269,1.1285,1.1252,61890,-0.11,1.135078048
2019.07.12,1.1269,1.1254,1.1276,1.1237,78170,0.15,1.1351723
2019.07.11,1.1252,1.1251,1.1286,1.1244,82670,0.03,1.135255438
2019.07.10,1.1249,1.1208,1.1264,1.1201,81570,0.38,1.135356498
2019.07.09,1.1206,1.1215,1.122,1.1193,70420,-0.07,1.135461588
2019.07.08,1.1214,1.1223,1.1235,1.1207,65610,-0.09,1.135610951
2019.07.05,1.1224,1.1285,1.1288,1.1207,80740,-0.53,1.135753775
2019.07.04,1.1284,1.1278,1.1296,1.1272,60350,0.06,1.135887984
2019.07.03,1.1277,1.1285,1.1312,1.1268,74720,-0.05,1.13596324
2019.07.02,1.1283,1.1286,1.1321,1.1274,77150,-0.02,1.136046287
2019.07.01,1.1285,1.1376,1.1376,1.128,76260,-0.73,1.136124139
2019.06.28,1.1368,1.137,1.1394,1.1351,65180,0,1.136200764
2019.06.27,1.1368,1.1369,1.1382,1.1348,66450,0,1.136194741
2019.06.26,1.1368,1.1365,1.1392,1.1348,73540,0.03,1.136188658
2019.06.25,1.1365,1.1399,1.1413,1.1343,72500,-0.27,1.136182514
