Date,Price,Open,High,Low,Vol,Change,200EMA
2019.06.24,1.1396,1.1361,1.1405,1.1361,59480,0.26,1.136179324
2019.06.21,1.1366,1.1292,1.1379,1.1282,72790,0.66,1.136144945
2019.06.20,1.1291,1.1226,1.1319,1.1226,75430,0.6,1.136140371
2019.06.19,1.1224,1.1193,1.1254,1.1186,58200,0.29,1.136211129
2019.06.18,1.1191,1.1219,1.1243,1.118,65200,-0.23,1.136349934
2019.06.17,1.1217,1.1216,1.1248,1.1204,55650,0.09,1.1365233
2019.06.14,1.1207,1.1283,1.1291,1.1201,69780,-0.6,1.136672278
2019.06.13,1.1275,1.1287,1.1305,1.1267,82340,-0.11,1.136832804
2019.06.12,1.1287,1.1326,1.1344,1.1281,85750,-0.37,1.136926601
2019.06.11,1.1329,1.1312,1.1338,1.1301,80880,0.15,1.13700928
2019.06.10,1.1312,1.1324,1.1331,1.1289,69460,-0.17,1.137050579
2019.06.07,1.1331,1.1276,1.1349,1.125,75230,0.51,1.137109379
2019.06.06,1.1274,1.1229,1.1309,1.1214,93760,0.49,1.137149675
2019.06.05,1.1219,1.1251,1.1307,1.1219,93140,-0.28,1.137247661
2019.06.04,1.1251,1.1241,1.1279,1.1226,90460,0.1,1.137401909
2019.06.03,1.124,1.1168,1.1264,1.1156,90570,0.65,1.137525546
2019.05.31,1.1167,1.1135,1.118,1.1125,123500,0.33,1.137661482
2019.05.30,1.113,1.1132,1.1145,1.1115,99860,0.01,1.13787215
2019.05.29,1.1129,1.1161,1.1174,1.1123,114390,-0.28,1.138122121
2019.05.28,1.116,1.1199,1.1204,1.1158,104180,-0.32,1.13837561
2019.05.27,1.1196,1.1196,1.1216,1.1185,76740,-0.05,1.13860049
2019.05.24,1.1202,1.1182,1.1214,1.1174,90140,0.2,1.13879145
2019.05.23,1.118,1.1151,1.1189,1.1107,102900,0.25,1.138978299
2019.05.22,1.1152,1.1167,1.1181,1.1147,90510,-0.05,1.139189136
2019.05.21,1.1158,1.1171,1.1188,1.1141,95760,-0.11,1.139430233
2019.05.20,1.117,1.1158,1.1177,1.1149,80100,0.13,1.139667722
2019.05.17,1.1156,1.1174,1.1185,1.1154,99450,-0.14,1.139895539
2019.05.16,1.1172,1.1202,1.1227,1.1165,100260,-0.25,1.140139715
2019.05.15,1.12,1.1204,1.1226,1.1177,108970,-0.03,1.140370265
2019.05.14,1.1203,1.1224,1.1247,1.12,97880,-0.18,1.140574991
2019.05.13,1.1223,1.1242,1.1266,1.1221,92550,-0.09,1.14077876
2019.05.10,1.1233,1.1215,1.1255,1.1214,125720,0.12,1.140964476
2019.05.09,1.122,1.1192,1.1253,1.1172,129039,0.26,1.141142009
2019.05.08,1.1191,1.1191,1.1215,1.1182,127310,0.01,1.141334391
2019.05.07,1.119,1.1199,1.1222,1.1165,132420,-0.06,1.141557852
2019.05.06,1.1197,1.1172,1.1211,1.1159,105100,-0.03,1.141784564
2019.05.03,1.12,1.1178,1.1207,1.1135,103470,0.21,1.142006519
2019.05.02,1.1176,1.1202,1.1221,1.117,102830,-0.16,1.14222769
2019.05.01,1.1194,1.1215,1.1266,1.1187,79660,-0.19,1.142475205
2019.04.30,1.1215,1.1186,1.1231,1.1175,102970,0.27,1.142707116
2019.04.29,1.1185,1.1152,1.1192,1.1141,82350,0.33,1.142920253
2019.04.26,1.1148,1.1131,1.1176,1.1111,114900,0.16,1.143165683
2019.04.25,1.113,1.1161,1.1164,1.1118,124490,-0.2,1.143450765
2019.04.24,1.1152,1.1229,1.1233,1.114,141630,-0.65,1.143756803
2019.04.23,1.1225,1.1257,1.1264,1.1192,125190,-0.27,1.144043806
2019.04.22,1.1255,1.1244,1.1264,1.1236,72390,0.08,1.144260327
2019.04.19,1.1246,1.1241,1.1254,1.1228,89840,0.15,1.144448873
2019.04.18,1.1229,1.1297,1.1307,1.1226,125600,-0.58,1.144648359
2019.04.17,1.1294,1.1281,1.1326,1.1279,128150,0.12,1.144866935
2019.04.16,1.128,1.1303,1.1315,1.1279,115860,-0.24,1.145022382
2019.04.15,1.1307,1.13,1.1322,1.1294,93510,0.06,1.145193461
2019.04.12,1.13,1.1254,1.1327,1.1252,128280,0.44,1.145339124
2019.04.11,1.125,1.1273,1.1291,1.1249,124360,-0.2,1.145493286
2019.04.10,1.1273,1.1264,1.1288,1.1229,123960,0.11,1.145699249
2019.04.09,1.1261,1.1272,1.1286,1.1253,132960,0.02,1.145884166
2019.04.08,1.1259,1.1218,1.1277,1.1213,101260,0.4,1.146083002
2019.04.05,1.1214,1.1223,1.1247,1.1209,132170,-0.05,1.146285846
2019.04.04,1.122,1.1235,1.125,1.1205,135430,-0.12,1.146535955
2019.04.03,1.1234,1.1205,1.1256,1.12,140490,0.29,1.146782547
2019.04.02,1.1202,1.1216,1.1219,1.1183,144840,-0.09,1.147017548
2019.04.01,1.1212,1.1218,1.125,1.1202,115770,-0.04,1.147287071
2019.03.29,1.1217,1.1221,1.1249,1.1208,145740,-0.03,1.147549253
2019.03.28,1.122,1.1244,1.1264,1.1213,151790,-0.24,1.147809044
2019.03.27,1.1247,1.1269,1.1287,1.1242,159400,-0.15,1.148068431
2019.03.26,1.1264,1.1313,1.1329,1.1262,143110,-0.42,1.14830329
2019.03.25,1.1311,1.1294,1.1333,1.1284,114780,-0.02,1.148523424
2019.03.22,1.1313,1.1375,1.1394,1.1272,161240,-0.53,1.148698533
2019.03.21,1.1373,1.1414,1.1439,1.1342,149660,-0.33,1.148873393
2019.03.20,1.1411,1.1351,1.145,1.1335,140480,0.55,1.148989709
2019.03.19,1.1349,1.1337,1.1364,1.1332,131550,0.11,1.149069002
2019.03.18,1.1336,1.1323,1.136,1.1317,95070,0.1,1.149211404
2019.03.15,1.1325,1.1305,1.1346,1.1296,145780,0.2,1.149368303
2019.03.14,1.1302,1.1329,1.1342,1.1293,169180,-0.2,1.149537833
2019.03.13,1.1325,1.1287,1.1341,1.1277,160620,0.35,1.149732183
2019.03.12,1.1286,1.125,1.1308,1.1243,165860,0.35,1.149905371
2019.03.11,1.1247,1.1238,1.1259,1.1221,125990,0.06,1.150119496
2019.03.08,1.124,1.1194,1.1248,1.1185,136430,0.41,1.150374968
2019.03.07,1.1194,1.1306,1.1322,1.1176,137530,-1,1.150640043
2019.03.06,1.1307,1.1313,1.1328,1.1286,138900,-0.01,1.150954013
2019.03.05,1.1308,1.1339,1.1353,1.129,140880,-0.28,1.151157571
2019.03.04,1.134,1.138,1.1398,1.1309,110260,-0.33,1.15136217
2019.03.01,1.1377,1.1372,1.141,1.1353,156730,0.05,1.151536664
2019.02.28,1.1371,1.1371,1.1421,1.1357,160780,0.02,1.151675726
2019.02.27,1.1369,1.1396,1.1404,1.136,151860,-0.16,1.151822216
2019.02.26,1.1387,1.1366,1.1404,1.1343,142080,0.25,1.151972188
2019.02.25,1.1359,1.1338,1.1369,1.1323,130220,0.14,1.152105576
2019.02.22,1.1343,1.1337,1.136,1.1315,153240,0.06,1.152268447
2019.02.21,1.1336,1.1338,1.1368,1.132,162580,-0.01,1.152449034
2019.02.20,1.1337,1.1342,1.1374,1.1324,147530,-0.04,1.152638472
2019.02.19,1.1341,1.131,1.1358,1.1274,135020,0.27,1.152828808
2019.02.18,1.1311,1.1288,1.1337,1.1284,103750,0.14,1.153017037
2019.02.15,1.1295,1.1295,1.1313,1.1233,152820,-0.05,1.153237309
2019.02.14,1.1301,1.1262,1.1313,1.1247,153820,0.3,1.153475875
2019.02.13,1.1267,1.1326,1.1346,1.126,153980,-0.51,1.153710808
2019.02.12,1.1325,1.128,1.1342,1.1256,144050,0.43,1.153982274
2019.02.11,1.1276,1.1328,1.1331,1.1264,118570,-0.48,1.154198176
2019.02.08,1.133,1.1346,1.1355,1.132,154670,-0.1,1.154465494
2019.02.07,1.1341,1.136,1.1375,1.1322,158350,-0.18,1.154681228
2019.02.06,1.1362,1.1406,1.142,1.1359,173890,-0.46,1.154888074
2019.02.05,1.1415,1.1442,1.1456,1.14,171170,-0.2,1.155075894
2019.02.04,1.1438,1.1457,1.1467,1.1421,121200,-0.16,1.155212335
2019.02.01,1.1456,1.1447,1.149,1.1433,167340,0.09,1.155327032
2019.01.31,1.1446,1.148,1.1517,1.1434,174900,-0.29,1.155424791
2019.01.30,1.1479,1.1433,1.1503,1.1404,179840,0.41,1.155533583
2019.01.29,1.1432,1.1428,1.1453,1.141,178210,-0.02,1.155610303
2019.01.28,1.1434,1.1404,1.1445,1.1388,160920,0.17,1.155735029
2019.01.25,1.1415,1.1306,1.1421,1.1298,169550,0.96,1.155858999
2019.01.24,1.1306,1.138,1.1398,1.1287,155750,-0.66,1.156003311
2019.01.23,1.1381,1.1358,1.1397,1.1348,139450,0.19,1.156258621
2019.01.22,1.1359,1.1365,1.1386,1.1334,154960,-0.06,1.156441119
2019.01.21,1.1366,1.1371,1.1409,1.1355,132260,0.03,1.156647563
2019.01.18,1.1363,1.1389,1.1413,1.1352,157650,-0.31,1.156849046
2019.01.17,1.1398,1.1396,1.141,1.1369,178910,-0.02,1.157055569
2019.01.16,1.14,1.1414,1.1429,1.1377,177100,-0.15,1.157228992
2019.01.15,1.1417,1.1473,1.1494,1.1381,185600,-0.52,1.157402147
2019.01.14,1.1477,1.1471,1.1485,1.144,119240,0.07,1.157559958
2019.01.11,1.1469,1.1499,1.1542,1.1457,155950,-0.27,1.157659053
2019.01.10,1.15,1.1542,1.1572,1.1485,0,-0.37,1.157767184
2019.01.09,1.1543,1.1444,1.1556,1.1435,0,0.88,1.157845246
2019.01.08,1.1442,1.1476,1.1487,1.1422,6640,-0.3,1.157880877
2019.01.07,1.1476,1.1392,1.1485,1.1392,5200,0.71,1.158018373
2019.01.04,1.1395,1.1393,1.1422,1.1345,144770,0.01,1.15812308
2019.01.03,1.1394,1.1345,1.1413,1.1309,9250,0.45,1.158310247
2019.01.02,1.1343,1.1464,1.1499,1.1325,9010,-1.06,1.1585003
2019.01.01,1.1464,1.1466,1.1481,1.1425,3380,-0.05,1.158743519
2018.12.31,1.147,1.1443,1.147,1.1421,0,0.28,1.158867574
2018.12.28,1.1438,1.1429,1.1478,1.1424,0,0.07,1.158986846
2018.12.27,1.143,1.1353,1.1457,1.1349,0,0.68,1.159139478
2018.12.26,1.1353,1.1363,1.1423,1.1342,0,-0.08,1.159301684
2018.12.25,1.1362,1.14,1.1429,1.1361,0,-0.33,1.159542907
2018.12.24,1.14,1.137,1.1439,1.135,0,0.27,1.159777509
2018.12.21,1.1369,1.1447,1.1477,1.1353,0,-0.67,1.159976278
2018.12.20,1.1446,1.1377,1.1487,1.1371,0,0.61,1.1602082
2018.12.19,1.1377,1.1361,1.1442,1.136,0,0.14,1.160365066
2018.12.18,1.1361,1.1346,1.1402,1.1336,0,0.12,1.160592856
2018.12.17,1.1347,1.1308,1.136,1.1299,0,0.34,1.160839015
2018.12.14,1.1309,1.1362,1.1374,1.1268,0,-0.48,1.161101719
2018.12.13,1.1363,1.1369,1.1396,1.133,0,-0.04,1.161405254
2018.12.12,1.1368,1.1317,1.1388,1.1312,0,0.46,1.161657568
2018.12.11,1.1316,1.1361,1.1402,1.1304,0,-0.35,1.161907393
2018.12.10,1.1356,1.1401,1.1444,1.1349,0,-0.19,1.16221199
2018.12.07,1.1378,1.1377,1.1425,1.1359,0,0.02,1.162479447
2018.12.06,1.1376,1.1345,1.1414,1.1321,0,0.28,1.162727482
2018.12.05,1.1344,1.1342,1.1361,1.1309,0,-0.01,1.162980019
2018.12.04,1.1345,1.1354,1.1421,1.1318,0,-0.08,1.163267256
2018.12.03,1.1354,1.1315,1.1382,1.1315,0,0.33,1.163556374
2018.11.30,1.1317,1.1395,1.1402,1.1304,0,-0.67,1.163839352
2018.11.29,1.1393,1.1367,1.1403,1.1348,0,0.24,1.164162361
2018.11.28,1.1366,1.1291,1.1387,1.1264,0,0.69,1.164412234
2018.11.27,1.1288,1.1326,1.1344,1.1276,0,-0.35,1.164691754
2018.11.26,1.1328,1.1343,1.1385,1.1323,0,-0.11,1.165052475
2018.11.23,1.1341,1.1403,1.1422,1.1325,0,-0.59,1.16537662
2018.11.22,1.1408,1.1382,1.1434,1.1378,0,0.2,1.165690958
2018.11.21,1.1385,1.1371,1.1426,1.1363,0,0.12,1.165941119
2018.11.20,1.1371,1.1453,1.1473,1.1357,0,-0.72,1.166216909
2018.11.19,1.1453,1.1403,1.1467,1.1393,0,0.29,1.166509541
2018.11.16,1.142,1.133,1.1423,1.132,0,0.81,1.166722702
2018.11.15,1.1328,1.1309,1.1364,1.1271,0,0.16,1.166971172
2018.11.14,1.131,1.129,1.1349,1.1262,0,0.17,1.167314601
2018.11.13,1.1291,1.1219,1.1296,1.1216,0,0.65,1.167679571
2018.11.12,1.1218,1.1331,1.1333,1.1214,0,-1.04,1.168067306
2018.11.09,1.1336,1.1364,1.1371,1.1315,0,-0.24,1.168532304
2018.11.08,1.1363,1.1425,1.1448,1.1352,0,-0.55,1.168883382
2018.11.07,1.1426,1.1427,1.1502,1.1395,0,-0.01,1.169210853
2018.11.06,1.1427,1.1406,1.144,1.1389,0,0.18,1.169478299
2018.11.05,1.1407,1.1391,1.1425,1.1356,0,0.18,1.169747428
2018.11.02,1.1387,1.1408,1.1458,1.1372,0,-0.19,1.170039362
2018.11.01,1.1409,1.1311,1.1426,1.1306,0,0.86,1.17035433
2018.10.31,1.1312,1.1345,1.1363,1.1301,0,-0.28,1.170650354
2018.10.30,1.1344,1.1372,1.1387,1.1338,0,-0.25,1.17104684
2018.10.29,1.1373,1.1408,1.1418,1.1361,0,-0.26,1.17141515
2018.10.26,1.1403,1.1376,1.1422,1.1334,0,0.24,1.171758015
2018.10.25,1.1376,1.1392,1.1434,1.1355,0,-0.14,1.172074176
2018.10.24,1.1392,1.147,1.1477,1.1378,0,-0.69,1.17242065
2018.10.23,1.1471,1.1466,1.1495,1.1438,0,0.05,1.172754526
2018.10.22,1.1465,1.1507,1.1552,1.1455,0,-0.43,1.173012361
2018.10.19,1.1515,1.1451,1.1536,1.1433,0,0.54,1.173278817
2018.10.18,1.1453,1.15,1.1528,1.1448,0,-0.42,1.173497699
2018.10.17,1.1501,1.1575,1.1585,1.1495,0,-0.64,1.173781093
2018.10.16,1.1575,1.158,1.1623,1.1564,0,-0.03,1.174019094
2018.10.15,1.1579,1.1559,1.1608,1.1537,0,0.14,1.174185115
2018.10.12,1.1563,1.1592,1.1611,1.1534,0,-0.27,1.174348785
2018.10.11,1.1594,1.1519,1.16,1.1517,0,0.64,1.17453018
2018.10.10,1.152,1.1491,1.1547,1.1479,0,0.26,1.174682242
2018.10.09,1.149,1.1491,1.1504,1.143,0,-0.02,1.174910204
2018.10.08,1.1492,1.152,1.1536,1.1459,0,-0.28,1.175170608
2018.10.05,1.1524,1.1513,1.155,1.1483,0,0.08,1.175431619
2018.10.04,1.1515,1.1478,1.1543,1.1464,0,0.32,1.175663093
2018.10.03,1.1478,1.1548,1.1595,1.1465,0,-0.61,1.175905938
2018.10.02,1.1548,1.1578,1.1582,1.1506,0,-0.26,1.176188409
2018.10.01,1.1578,1.1609,1.163,1.1563,0,-0.27,1.176403368
2018.09.28,1.1609,1.1641,1.1652,1.1567,0,-0.27,1.176590337
2018.09.27,1.1641,1.174,1.1759,1.1637,0,-0.84,1.176748029
2018.09.26,1.174,1.1767,1.1799,1.1726,0,-0.27,1.176875145
2018.09.25,1.1772,1.1748,1.1793,1.173,0,0.2,1.176904041
2018.09.24,1.1748,1.1751,1.1817,1.1723,0,-0.02,1.176901066
2018.09.21,1.175,1.1776,1.1804,1.1731,0,-0.23,1.176922182
2018.09.20,1.1777,1.1671,1.1786,1.1665,0,0.89,1.176941501
2018.09.19,1.1673,1.1667,1.1716,1.1648,0,0.05,1.176933878
2018.09.18,1.1667,1.1684,1.1726,1.1651,0,-0.14,1.177030701
2018.09.17,1.1683,1.1623,1.1699,1.1617,0,0.46,1.177134527
2018.09.14,1.163,1.169,1.1724,1.1619,0,-0.51,1.177223316
2018.09.13,1.169,1.1627,1.1703,1.1608,0,0.55,1.177366264
2018.09.12,1.1626,1.1604,1.1651,1.157,0,0.16,1.177450347
2018.09.11,1.1607,1.1594,1.1645,1.1565,0,0.11,1.177599597
2018.09.10,1.1594,1.156,1.1617,1.1526,0,0.35,1.177769442
2018.09.07,1.1553,1.1624,1.1651,1.155,0,-0.59,1.177954059
2018.09.06,1.1622,1.1629,1.166,1.1603,0,-0.06,1.178181738
2018.09.05,1.1629,1.1581,1.164,1.1542,0,0.41,1.178342359
2018.09.04,1.1582,1.1623,1.1629,1.1528,0,-0.36,1.178497558
2018.09.03,1.1624,1.1596,1.1629,1.1583,0,0.2,1.178701554
2018.08.31,1.1601,1.1671,1.1692,1.1585,0,-0.6,1.178865389
2018.08.30,1.1671,1.1707,1.172,1.1641,0,-0.32,1.179053985
2018.08.29,1.1708,1.1695,1.1712,1.1652,0,0.11,1.179174126
2018.08.28,1.1695,1.1678,1.1735,1.1662,0,0.15,1.179258288
2018.08.27,1.1678,1.1631,1.1694,1.1592,0,0.47,1.179356361
2018.08.24,1.1623,1.154,1.1641,1.1533,0,0.73,1.179472506
2018.08.23,1.1539,1.1596,1.1601,1.153,0,-0.5,1.179645094
2018.08.22,1.1597,1.157,1.1624,1.1551,0,0.22,1.179903838
2018.08.21,1.1571,1.1482,1.1602,1.1479,0,0.78,1.180106892
2018.08.20,1.1481,1.1442,1.1486,1.1394,0,0.37,1.180338117
2018.08.17,1.1439,1.1377,1.1447,1.1365,0,0.54,1.180662118
2018.08.16,1.1377,1.1345,1.1411,1.1335,0,0.28,1.181031587
2018.08.15,1.1345,1.1344,1.1357,1.1299,0,0.01,1.18146708
2018.08.14,1.1344,1.141,1.1431,1.133,0,-0.57,1.181939111
2018.08.13,1.1409,1.1389,1.1434,1.1364,0,-0.02,1.182416891
2018.08.10,1.1411,1.1526,1.1537,1.1384,0,-1.01,1.182834146
2018.08.09,1.1527,1.1609,1.162,1.1525,0,-0.72,1.183253585
2018.08.08,1.1611,1.1598,1.1629,1.1571,0,0.1,1.183560656
2018.08.07,1.1599,1.1555,1.161,1.1547,0,0.39,1.183786391
2018.08.06,1.1554,1.1571,1.1574,1.1527,0,-0.11,1.184026455
2018.08.03,1.1567,1.1583,1.1611,1.1559,0,-0.15,1.184314159
2018.08.02,1.1584,1.166,1.1669,1.1582,0,-0.65,1.184591688
2018.08.01,1.166,1.1691,1.1701,1.1656,0,-0.27,1.184854921
2018.07.31,1.1691,1.1706,1.1745,1.1682,0,-0.13,1.185044418
2018.07.30,1.1706,1.166,1.1721,1.1648,0,0.41,1.185204663
2018.07.27,1.1658,1.1643,1.1665,1.1621,0,0.13,1.185351443
2018.07.26,1.1643,1.1728,1.1744,1.1639,0,-0.72,1.18554794
2018.07.25,1.1728,1.1684,1.1739,1.1663,0,0.36,1.185761488
2018.07.24,1.1686,1.1692,1.1719,1.1654,0,-0.05,1.185891754
2018.07.23,1.1692,1.173,1.1752,1.1682,0,-0.24,1.18606554
2018.07.20,1.172,1.1644,1.174,1.1626,0,0.66,1.186235043
2018.07.19,1.1643,1.1639,1.168,1.1574,0,0.03,1.186378109
2018.07.18,1.1639,1.166,1.1665,1.1601,0,-0.19,1.186599999
2018.07.17,1.1661,1.1711,1.1746,1.165,0,-0.42,1.18682814
2018.07.16,1.171,1.1676,1.1726,1.1674,0,0.21,1.187036463
2018.07.13,1.1685,1.1669,1.1688,1.161,0,0.11,1.187197634
2018.07.12,1.1672,1.1674,1.1697,1.1648,0,-0.02,1.18738555
2018.07.11,1.1674,1.1745,1.176,1.1665,0,-0.6,1.187588419
2018.07.10,1.1744,1.1751,1.1764,1.169,0,-0.06,1.187791318
2018.07.09,1.1751,1.1748,1.1792,1.1731,0,0.03,1.187925904
2018.07.06,1.1747,1.169,1.1769,1.1679,0,0.48,1.188054808
2018.07.05,1.1691,1.1655,1.1722,1.1649,0,0.3,1.188189027
2018.07.04,1.1656,1.1658,1.1684,1.1629,0,-0.01,1.188380876
2018.07.03,1.1657,1.1641,1.1675,1.1621,0,0.14,1.18860983
2018.07.02,1.1641,1.1651,1.1699,1.159,0,-0.38,1.188840079
2018.06.29,1.1685,1.1569,1.1692,1.1558,0,1,1.189088724
2018.06.28,1.1569,1.1555,1.1602,1.1527,0,0.13,1.189295645
2018.06.27,1.1554,1.1647,1.1674,1.1541,0,-0.8,1.18962123
2018.06.26,1.1647,1.1704,1.1722,1.1635,0,-0.49,1.189965162
2018.06.25,1.1704,1.1659,1.1715,1.1627,0,0.4,1.190219083
2018.06.22,1.1657,1.1604,1.1677,1.16,0,0.47,1.19041827
2018.06.21,1.1603,1.1572,1.1635,1.1509,0,0.27,1.190666694
2018.06.20,1.1572,1.159,1.1602,1.1537,0,-0.16,1.190971887
2018.06.19,1.159,1.1624,1.1646,1.153,0,-0.28,1.191311303
2018.06.18,1.1623,1.1609,1.1625,1.1563,0,0.12,1.19163604
2018.06.15,1.1609,1.1568,1.1629,1.1543,0,0.35,1.191930875
2018.06.14,1.1569,1.1791,1.1853,1.1562,0,-1.88,1.192242743
2018.06.13,1.1791,1.1745,1.1803,1.1725,0,0.39,1.192597946
2018.06.12,1.1745,1.1784,1.1811,1.1733,0,-0.33,1.192733604
2018.06.11,1.1784,1.1766,1.1822,1.1754,0,0.14,1.192916856
2018.06.08,1.1768,1.18,1.1812,1.1726,0,-0.26,1.193062754
2018.06.07,1.1799,1.1774,1.1842,1.1772,0,0.22,1.193226199
2018.06.06,1.1773,1.1717,1.1797,1.1708,0,0.47,1.193360131
2018.06.05,1.1718,1.1698,1.1733,1.1652,0,0.16,1.193521539
2018.06.04,1.1699,1.1656,1.1744,1.1652,0,0.33,1.193739846
2018.06.01,1.1661,1.1691,1.1718,1.1617,0,-0.27,1.193979442
2018.05.31,1.1692,1.1665,1.1726,1.1641,0,0.25,1.194259638
2018.05.30,1.1663,1.154,1.1678,1.1518,0,1.07,1.194511493
2018.05.29,1.154,1.1625,1.1641,1.1508,0,-0.71,1.194795026
2018.05.28,1.1623,1.1651,1.1729,1.1605,0,-0.25,1.195205026
2018.05.25,1.1652,1.172,1.1735,1.1645,0,-0.58,1.19553573
2018.05.24,1.172,1.1695,1.175,1.1688,0,0.2,1.195840612
2018.05.23,1.1697,1.1778,1.179,1.1675,0,-0.7,1.196080216
2018.05.22,1.1779,1.1792,1.183,1.1754,0,-0.1,1.196345344
2018.05.21,1.1791,1.1764,1.1797,1.1717,0,0.11,1.196530724
2018.05.18,1.1778,1.1796,1.1825,1.1749,0,-0.14,1.196705907
2018.05.17,1.1795,1.1808,1.1839,1.1775,0,-0.1,1.196895916
2018.05.16,1.1807,1.1837,1.1854,1.1762,0,-0.26,1.19707075
2018.05.15,1.1838,1.1925,1.1939,1.1817,0,-0.75,1.19723528
2018.05.14,1.1927,1.1947,1.1998,1.1926,0,-0.14,1.197370308
2018.05.11,1.1944,1.1917,1.197,1.1891,0,0.24,1.197417246
2018.05.10,1.1915,1.1852,1.1948,1.1843,0,0.55,1.19744757
2018.05.09,1.185,1.1863,1.1898,1.1822,0,-0.12,1.197507344
2018.05.08,1.1864,1.1924,1.1941,1.1838,0,-0.49,1.197633046
2018.05.07,1.1922,1.1953,1.198,1.1898,0,-0.32,1.197745941
2018.05.04,1.196,1.1989,1.1997,1.1911,0,-0.23,1.197801679
2018.05.03,1.1988,1.1951,1.2009,1.1946,0,0.31,1.197819787
2018.05.02,1.1951,1.1992,1.2033,1.1938,0,-0.35,1.197809935
2018.05.01,1.1993,1.2076,1.2086,1.1981,0,-0.71,1.197837171
2018.04.30,1.2079,1.2125,1.2141,1.2064,0,-0.42,1.197822469
2018.04.27,1.213,1.2105,1.2135,1.2055,0,0.22,1.197721187
2018.04.26,1.2103,1.2161,1.2211,1.2096,0,-0.48,1.197567631
2018.04.25,1.2161,1.2232,1.224,1.216,0,-0.58,1.197439668
2018.04.24,1.2232,1.2209,1.2247,1.2182,0,0.19,1.197252127
2018.04.23,1.2209,1.2289,1.2292,1.2198,0,-0.64,1.196991344
2018.04.20,1.2288,1.2346,1.2354,1.225,0,-0.47,1.196751056
2018.04.19,1.2346,1.2373,1.2402,1.2329,0,-0.22,1.196428956
2018.04.18,1.2373,1.2369,1.2398,1.2343,0,0.02,1.196045328
2018.04.17,1.237,1.2378,1.2413,1.2335,0,-0.08,1.195630708
2018.04.16,1.238,1.233,1.2395,1.2325,0,0.4,1.195214936
2018.04.13,1.2331,1.2327,1.2348,1.2307,0,0.03,1.194784935
2018.04.12,1.2327,1.2368,1.2382,1.23,0,-0.32,1.194399859
2018.04.11,1.2367,1.2357,1.2397,1.2347,0,0.09,1.194014933
2018.04.10,1.2356,1.232,1.2379,1.2303,0,0.28,1.193585938
2018.04.09,1.2321,1.2279,1.2331,1.2261,0,0.31,1.193163686
2018.04.06,1.2283,1.224,1.2292,1.2214,0,0.35,1.192772366
2018.04.05,1.224,1.2278,1.2292,1.2218,0,-0.31,1.192415304
2018.04.04,1.2278,1.2269,1.2315,1.2256,0,0.07,1.19209787
2018.04.03,1.227,1.2304,1.2336,1.2253,0,-0.26,1.191739055
2018.04.02,1.2302,1.2323,1.2346,1.2282,0,-0.17,1.191384673
2018.03.30,1.2323,1.2301,1.2331,1.2293,0,0.17,1.19099457
2018.03.29,1.2302,1.2308,1.2335,1.2282,0,-0.05,1.19057944
2018.03.28,1.2308,1.2403,1.2424,1.23,0,-0.77,1.190181243
2018.03.27,1.2403,1.2444,1.2478,1.2373,0,-0.32,1.189773014
2018.03.26,1.2443,1.2348,1.2463,1.2341,0,0.73,1.189265206
2018.03.23,1.2353,1.2302,1.2375,1.2301,0,0.41,1.188712092
2018.03.22,1.2302,1.2337,1.2389,1.2285,0,-0.29,1.188243872
2018.03.21,1.2338,1.2242,1.2351,1.2241,0,0.78,1.187822202
2018.03.20,1.2242,1.2335,1.2356,1.2239,0,-0.75,1.187360114
2018.03.19,1.2335,1.2284,1.2361,1.2258,0,0.37,1.186989864
2018.03.16,1.2289,1.2305,1.2338,1.2261,0,-0.13,1.186522425
2018.03.15,1.2305,1.2366,1.2385,1.2299,0,-0.5,1.18609652
2018.03.14,1.2367,1.239,1.2414,1.2347,0,-0.19,1.185650254
2018.03.13,1.239,1.2334,1.2408,1.2314,0,0.45,1.185137191
2018.03.12,1.2334,1.2311,1.2347,1.2291,0,0.22,1.184595856
2018.03.09,1.2307,1.2312,1.2336,1.2273,0,-0.04,1.184105362
2018.03.08,1.2312,1.2411,1.2448,1.2298,0,-0.81,1.183637074
2018.03.07,1.2413,1.2404,1.2445,1.2385,0,0.07,1.183159055
2018.03.06,1.2404,1.2336,1.2422,1.2328,0,0.55,1.182574724
2018.03.05,1.2336,1.2323,1.2366,1.2268,0,0.15,1.181993565
2018.03.02,1.2317,1.2266,1.2336,1.225,0,0.4,1.181474908
2018.03.01,1.2268,1.2193,1.2272,1.2153,0,0.61,1.180970133
2018.02.28,1.2194,1.2232,1.2243,1.2188,0,-0.31,1.180509531
2018.02.27,1.2232,1.2317,1.2348,1.2221,0,-0.7,1.180118672
2018.02.26,1.2318,1.2299,1.2356,1.2278,0,0.2,1.179685694
2018.02.23,1.2293,1.2329,1.2337,1.2279,0,-0.31,1.179161932
2018.02.22,1.2331,1.2283,1.2354,1.226,0,0.38,1.178658032
2018.02.21,1.2284,1.2338,1.2361,1.2281,0,-0.44,1.178110877
2018.02.20,1.2338,1.2409,1.2414,1.232,0,-0.56,1.177605458
2018.02.19,1.2408,1.2409,1.2435,1.2368,0,0.02,1.177040689
2018.02.16,1.2406,1.2506,1.2557,1.2394,0,-0.8,1.176399892
2018.02.15,1.2506,1.2449,1.2511,1.2447,0,0.45,1.175754665
2018.02.14,1.245,1.2352,1.2467,1.2276,0,0.79,1.17500245
