Date,Price,Open,High,Low,Change %,200EMA,20EMA
03/18/2004,1.239,1.2235,1.2436,1.222,1.25%,1.1925,1.2371
03/17/2004,1.2237,1.2271,1.229,1.2178,-0.23%,1.192,1.2369
03/16/2004,1.2265,1.2266,1.2374,1.2237,-0.03%,1.1917,1.2383
03/15/2004,1.2269,1.2189,1.232,1.2188,0.43%,1.1914,1.2396
03/12/2004,1.2217,1.2355,1.2374,1.2172,-1.14%,1.191,1.2409
03/11/2004,1.2358,1.2238,1.2358,1.2162,0.96%,1.1907,1.2429
03/10/2004,1.2241,1.2321,1.234,1.2195,-0.63%,1.1902,1.2437
03/09/2004,1.2319,1.2406,1.2463,1.2274,-0.69%,1.1899,1.2457
03/08/2004,1.2404,1.2387,1.2416,1.2336,0.23%,1.1895,1.2472
03/05/2004,1.2376,1.2198,1.2433,1.2174,1.47%,1.189,1.2479
03/04/2004,1.2197,1.2207,1.2245,1.2134,-0.09%,1.1885,1.249
03/03/2004,1.2208,1.222,1.2226,1.2059,-0.12%,1.1882,1.252
03/02/2004,1.2223,1.2465,1.247,1.2196,-1.78%,1.1878,1.2553
03/01/2004,1.2445,1.2489,1.2544,1.2422,-0.36%,1.1875,1.2588
02/27/2004,1.249,1.2438,1.251,1.2373,0.44%,1.1869,1.2603
02/26/2004,1.2435,1.2498,1.2517,1.2382,-0.49%,1.1863,1.2615
02/25/2004,1.2496,1.2685,1.271,1.2475,-1.50%,1.1857,1.2634
02/24/2004,1.2686,1.2557,1.2715,1.2522,1.05%,1.1851,1.2649
02/23/2004,1.2554,1.251,1.2596,1.2451,0.18%,1.1842,1.2645
02/20/2004,1.2532,1.2712,1.2766,1.2493,-1.42%,1.1835,1.2654
02/19/2004,1.2713,1.2695,1.2739,1.2652,0.28%,1.1828,1.2667
02/18/2004,1.2677,1.2844,1.2929,1.2659,-1.25%,1.1819,1.2662
02/17/2004,1.2837,1.2771,1.2879,1.2752,0.48%,1.1811,1.2661
02/16/2004,1.2776,1.2752,1.2792,1.2715,0.28%,1.18,1.2642
02/13/2004,1.274,1.2807,1.2895,1.2715,-0.48%,1.1791,1.2628
02/12/2004,1.2802,1.2829,1.2847,1.2785,-0.23%,1.1781,1.2616
02/11/2004,1.2831,1.2673,1.2838,1.2647,1.07%,1.1771,1.2597
02/10/2004,1.2695,1.2695,1.279,1.268,0.03%,1.176,1.2572
02/09/2004,1.2691,1.2612,1.2764,1.2604,-0.10%,1.1751,1.2559
02/06/2004,1.2704,1.2551,1.2725,1.2511,1.31%,1.1741,1.2545
02/05/2004,1.254,1.2538,1.2639,1.2521,0.05%,1.1732,1.2529
02/04/2004,1.2534,1.2538,1.2563,1.2491,0.02%,1.1723,1.2527
02/03/2004,1.2532,1.2426,1.2601,1.2416,0.83%,1.1715,1.2527
02/02/2004,1.2429,1.2472,1.2488,1.239,-0.32%,1.1707,1.2526
01/30/2004,1.2469,1.2415,1.2495,1.2349,0.45%,1.17,1.2536
01/29/2004,1.2413,1.2481,1.2529,1.2361,-0.54%,1.1692,1.2543
01/28/2004,1.2481,1.2642,1.2664,1.2464,-1.27%,1.1685,1.2557
01/27/2004,1.2641,1.2468,1.2654,1.2437,1.34%,1.1677,1.2565
01/26/2004,1.2474,1.2574,1.2614,1.2459,-0.91%,1.1667,1.2557
01/23/2004,1.2588,1.2715,1.2778,1.2567,-0.98%,1.1659,1.2566
01/22/2004,1.2712,1.2631,1.2754,1.2631,0.66%,1.165,1.2564
01/21/2004,1.2629,1.2578,1.2675,1.255,0.39%,1.1639,1.2548
01/20/2004,1.258,1.2355,1.2599,1.2342,1.80%,1.1629,1.2539
01/19/2004,1.2357,1.2361,1.2424,1.2332,-0.24%,1.1619,1.2535
01/16/2004,1.2387,1.2576,1.2609,1.2351,-1.52%,1.1612,1.2554
01/15/2004,1.2578,1.2647,1.2675,1.2561,-0.52%,1.1604,1.2571
01/14/2004,1.2644,1.2773,1.2791,1.2628,-0.96%,1.1594,1.2571
01/13/2004,1.2767,1.2755,1.2799,1.2713,0.17%,1.1584,1.2563
01/12/2004,1.2745,1.2847,1.2901,1.2736,-0.67%,1.1572,1.2541
01/09/2004,1.2831,1.2759,1.2871,1.2701,0.53%,1.156,1.252
01/08/2004,1.2763,1.2632,1.2782,1.2561,0.98%,1.1547,1.2487
01/07/2004,1.2639,1.2733,1.2745,1.2633,-0.72%,1.1535,1.2458
01/06/2004,1.2731,1.2664,1.2814,1.2664,0.54%,1.1524,1.2439
01/05/2004,1.2662,1.2584,1.2697,1.2583,0.60%,1.1512,1.2409
01/02/2004,1.2587,1.2543,1.2632,1.2523,0.39%,1.1501,1.2382
01/01/2004,1.2538,1.255,1.2624,1.2475,-0.40%,1.149,1.236
12/31/2003,1.2588,1.2547,1.2649,1.2512,0.29%,1.1479,1.2342
12/30/2003,1.2551,1.2486,1.2565,1.2478,0.54%,1.1468,1.2316
12/29/2003,1.2484,1.2434,1.2513,1.2425,0.43%,1.1457,1.2291
12/26/2003,1.243,1.2455,1.2471,1.2425,-0.16%,1.1447,1.2271
12/25/2003,1.245,1.2449,1.2464,1.2442,-0.03%,1.1437,1.2254
12/24/2003,1.2454,1.2401,1.2473,1.2392,0.53%,1.1427,1.2233
12/23/2003,1.2388,1.2398,1.2429,1.2386,-0.02%,1.1416,1.221
12/22/2003,1.2391,1.2403,1.245,1.2349,0.13%,1.1407,1.2191
12/19/2003,1.2375,1.2423,1.2434,1.2341,-0.48%,1.1397,1.217
12/18/2003,1.2435,1.2411,1.2441,1.2357,0.26%,1.1387,1.2148
12/17/2003,1.2403,1.2324,1.2424,1.2293,0.65%,1.1376,1.2118
12/16/2003,1.2323,1.2308,1.2363,1.23,0.17%,1.1366,1.2088
12/15/2003,1.2302,1.2142,1.2325,1.213,0.11%,1.1356,1.2064
12/12/2003,1.2288,1.2221,1.2308,1.2208,0.65%,1.1347,1.2038
12/11/2003,1.2209,1.2222,1.2237,1.2111,-0.11%,1.1337,1.2012
12/10/2003,1.2223,1.226,1.2268,1.2152,-0.33%,1.1329,1.1992
12/09/2003,1.2263,1.2217,1.2277,1.2184,0.34%,1.132,1.1967
12/08/2003,1.2222,1.2172,1.2241,1.2151,0.48%,1.131,1.1936
12/05/2003,1.2164,1.2085,1.218,1.2063,0.61%,1.1301,1.1906
12/04/2003,1.209,1.2109,1.2159,1.2031,-0.12%,1.1292,1.1879
12/03/2003,1.2104,1.2081,1.213,1.2063,0.14%,1.1284,1.1856
12/02/2003,1.2087,1.1974,1.2093,1.1942,1.03%,1.1276,1.183
12/01/2003,1.1964,1.1978,1.2045,1.1938,-0.25%,1.1268,1.1803
11/28/2003,1.1994,1.1908,1.2017,1.1898,0.73%,1.1261,1.1787
11/27/2003,1.1907,1.1938,1.1944,1.1887,-0.29%,1.1254,1.1765
11/26/2003,1.1942,1.1785,1.1949,1.177,1.32%,1.1247,1.175
11/25/2003,1.1786,1.1767,1.182,1.1753,0.15%,1.124,1.1729
11/24/2003,1.1768,1.1909,1.1918,1.1755,-1.22%,1.1235,1.1723
11/21/2003,1.1913,1.1909,1.1942,1.1858,0.00%,1.1229,1.1719
11/20/2003,1.1913,1.1879,1.1972,1.1873,0.24%,1.1222,1.1698
11/19/2003,1.1885,1.197,1.198,1.1876,-0.64%,1.1215,1.1676
11/18/2003,1.1961,1.1746,1.1962,1.1734,1.81%,1.1209,1.1654
11/17/2003,1.1748,1.1787,1.185,1.1726,-0.27%,1.1201,1.1621
11/14/2003,1.178,1.1727,1.1804,1.1726,0.44%,1.1196,1.1608
11/13/2003,1.1728,1.1631,1.1739,1.1627,0.78%,1.119,1.159
11/12/2003,1.1637,1.1515,1.1662,1.1505,1.11%,1.1184,1.1575
11/11/2003,1.1509,1.1473,1.1532,1.1446,0.22%,1.118,1.1569
11/10/2003,1.1484,1.1507,1.1538,1.1467,-0.44%,1.1176,1.1575
11/07/2003,1.1535,1.1412,1.1545,1.1377,1.08%,1.1173,1.1585
11/06/2003,1.1412,1.1436,1.1466,1.1389,-0.24%,1.117,1.159
11/05/2003,1.144,1.1495,1.15,1.1412,-0.55%,1.1167,1.1609
11/04/2003,1.1503,1.1462,1.1516,1.1426,0.34%,1.1164,1.1627
11/03/2003,1.1464,1.1581,1.1621,1.1429,-1.04%,1.1161,1.164
10/31/2003,1.1584,1.1628,1.1661,1.1563,-0.39%,1.1158,1.1658
10/30/2003,1.1629,1.1662,1.1759,1.162,-0.31%,1.1154,1.1666
10/29/2003,1.1665,1.1666,1.1723,1.1661,0.00%,1.1149,1.167
10/28/2003,1.1665,1.1745,1.1751,1.1656,-0.70%,1.1144,1.167
10/27/2003,1.1747,1.1776,1.1786,1.1719,-0.31%,1.1139,1.1671
10/24/2003,1.1783,1.1798,1.186,1.1762,-0.33%,1.1132,1.1663
10/23/2003,1.1822,1.1797,1.1829,1.1793,0.14%,1.1126,1.165
10/22/2003,1.1806,1.1671,1.183,1.1651,1.16%,1.1119,1.1632
10/21/2003,1.1671,1.1625,1.1702,1.1616,0.34%,1.1112,1.1614
10/20/2003,1.1631,1.1712,1.1716,1.1604,-0.45%,1.1106,1.1608
10/17/2003,1.1684,1.1598,1.1687,1.1549,0.77%,1.1101,1.1606
10/16/2003,1.1595,1.1618,1.17,1.1566,-0.31%,1.1095,1.1597
10/15/2003,1.1631,1.1738,1.1752,1.159,-0.92%,1.109,1.1598
10/14/2003,1.1739,1.1714,1.177,1.1583,0.26%,1.1085,1.1594
10/13/2003,1.1709,1.181,1.1816,1.1652,-0.76%,1.1078,1.1579
10/10/2003,1.1799,1.1746,1.1852,1.1702,0.47%,1.1072,1.1565
10/09/2003,1.1744,1.1821,1.1863,1.1687,-0.58%,1.1065,1.1541
10/08/2003,1.1812,1.1772,1.1841,1.1768,0.37%,1.1058,1.1519
10/07/2003,1.1769,1.1719,1.1815,1.17,0.50%,1.105,1.1488
10/06/2003,1.1711,1.1574,1.1725,1.1533,1.14%,1.1043,1.1459
10/03/2003,1.1579,1.1684,1.1724,1.1552,-0.97%,1.1036,1.1432
10/02/2003,1.1693,1.173,1.1771,1.1662,-0.20%,1.1031,1.1417
10/01/2003,1.1716,1.1662,1.1733,1.1643,0.48%,1.1024,1.1388
09/30/2003,1.166,1.1596,1.1739,1.1573,0.58%,1.1017,1.1353
09/29/2003,1.1593,1.146,1.1604,1.1395,1.04%,1.1011,1.1321
09/26/2003,1.1474,1.1479,1.1503,1.1441,-0.11%,1.1005,1.1292
09/25/2003,1.1487,1.1487,1.1537,1.1457,-0.07%,1.1,1.1273
09/24/2003,1.1495,1.1435,1.1505,1.1427,0.42%,1.0995,1.1251
09/23/2003,1.1447,1.1465,1.1533,1.144,-0.17%,1.099,1.1225
09/22/2003,1.1467,1.1448,1.1505,1.1414,0.76%,1.0986,1.1202
09/19/2003,1.1381,1.1244,1.1384,1.1238,1.18%,1.0981,1.1174
09/18/2003,1.1248,1.1286,1.1349,1.1229,-0.35%,1.0977,1.1152
09/17/2003,1.1287,1.1172,1.1303,1.1138,0.97%,1.0974,1.1142
09/16/2003,1.1179,1.1285,1.132,1.1157,-0.97%,1.0971,1.1127
09/15/2003,1.1288,1.1271,1.1313,1.1241,-0.03%,1.0969,1.1121
09/12/2003,1.1291,1.1204,1.1327,1.1136,0.73%,1.0966,1.1103
09/11/2003,1.1209,1.1206,1.1277,1.1155,-0.03%,1.0962,1.1084
09/10/2003,1.1212,1.1227,1.1239,1.1161,-0.14%,1.096,1.107
09/09/2003,1.1228,1.1069,1.1243,1.1053,1.44%,1.0957,1.1056
09/08/2003,1.1069,1.1098,1.1132,1.1048,-0.34%,1.0955,1.1037
09/05/2003,1.1107,1.0941,1.114,1.0915,1.48%,1.0953,1.1034
09/04/2003,1.0945,1.084,1.0949,1.0808,0.91%,1.0952,1.1026
09/03/2003,1.0846,1.0806,1.0875,1.0763,0.33%,1.0952,1.1035
09/02/2003,1.081,1.0968,1.0968,1.0804,-1.44%,1.0953,1.1055
09/01/2003,1.0968,1.0987,1.1018,1.0953,-0.11%,1.0954,1.1081
08/29/2003,1.098,1.0884,1.1003,1.0872,0.87%,1.0954,1.1093
08/28/2003,1.0885,1.0874,1.0914,1.0809,0.05%,1.0954,1.1104
08/27/2003,1.088,1.0865,1.0936,1.0833,0.22%,1.0955,1.1127
08/26/2003,1.0856,1.0858,1.0912,1.0792,-0.07%,1.0956,1.1153
08/25/2003,1.0864,1.0871,1.0922,1.0848,-0.21%,1.0957,1.1185
08/22/2003,1.0887,1.0925,1.095,1.0836,-0.34%,1.0957,1.1219
08/21/2003,1.0924,1.1119,1.1122,1.0892,-1.74%,1.0958,1.1253
08/20/2003,1.1117,1.1142,1.1149,1.108,-0.24%,1.0959,1.1288
08/19/2003,1.1144,1.1147,1.1152,1.1055,-0.04%,1.0957,1.1306
08/18/2003,1.1149,1.1262,1.1271,1.1125,-0.98%,1.0955,1.1323
08/15/2003,1.1259,1.1279,1.1291,1.1241,-0.22%,1.0953,1.1342
08/14/2003,1.1284,1.1319,1.1343,1.1227,-0.33%,1.095,1.135
08/13/2003,1.1321,1.1277,1.1335,1.1219,0.36%,1.0947,1.1357
08/12/2003,1.128,1.1361,1.1376,1.1278,-0.74%,1.0943,1.1361
08/11/2003,1.1364,1.1307,1.1385,1.1263,0.50%,1.094,1.137
08/08/2003,1.1308,1.1377,1.1381,1.1287,-0.64%,1.0935,1.137
08/07/2003,1.1381,1.1335,1.142,1.1319,0.41%,1.0931,1.1377
08/06/2003,1.1335,1.1393,1.143,1.1325,-0.54%,1.0927,1.1376
08/05/2003,1.1397,1.1355,1.1403,1.1307,0.36%,1.0923,1.1381
08/04/2003,1.1356,1.1278,1.1379,1.1261,0.73%,1.0918,1.1379
08/01/2003,1.1274,1.1229,1.128,1.1133,0.38%,1.0914,1.1381
07/31/2003,1.1231,1.1357,1.1365,1.1224,-1.15%,1.091,1.1393
07/30/2003,1.1362,1.1442,1.1453,1.1337,-0.62%,1.0907,1.141
07/29/2003,1.1433,1.1488,1.1542,1.1431,-0.48%,1.0902,1.1415
07/28/2003,1.1488,1.1494,1.1521,1.1452,-0.21%,1.0897,1.1413
07/25/2003,1.1512,1.1472,1.1553,1.1443,0.32%,1.0891,1.1405
07/24/2003,1.1475,1.1484,1.1513,1.1423,-0.12%,1.0885,1.1394
07/23/2003,1.1489,1.1329,1.1491,1.1316,1.42%,1.0879,1.1385
07/22/2003,1.1328,1.1345,1.1374,1.1307,-0.11%,1.0873,1.1374
07/21/2003,1.1341,1.125,1.136,1.1245,0.63%,1.0868,1.1379
07/18/2003,1.127,1.1212,1.1309,1.1171,0.55%,1.0863,1.1383
07/17/2003,1.1208,1.1221,1.1252,1.1157,-0.11%,1.0859,1.1395
07/16/2003,1.122,1.1178,1.1235,1.1112,0.39%,1.0856,1.1414
07/15/2003,1.1176,1.1281,1.134,1.1157,-0.93%,1.0852,1.1435
07/14/2003,1.1281,1.129,1.1311,1.1243,-0.06%,1.0849,1.1462
07/11/2003,1.1288,1.1381,1.1387,1.1273,-0.78%,1.0845,1.1481
07/10/2003,1.1377,1.1355,1.1394,1.131,0.25%,1.084,1.1502
07/09/2003,1.1349,1.1316,1.1369,1.1306,0.25%,1.0835,1.1515
07/08/2003,1.1321,1.1316,1.1355,1.1255,0.04%,1.083,1.1532
07/07/2003,1.1317,1.1479,1.1483,1.1313,-1.53%,1.0825,1.1554
07/04/2003,1.1493,1.1502,1.1502,1.1448,-0.03%,1.082,1.1579
07/03/2003,1.1497,1.1531,1.1542,1.1432,-0.36%,1.0813,1.1588
07/02/2003,1.1538,1.1563,1.1572,1.1505,-0.22%,1.0806,1.1598
07/01/2003,1.1563,1.1526,1.1613,1.1508,0.45%,1.0799,1.1604
06/30/2003,1.1511,1.1429,1.1517,1.1397,0.65%,1.0791,1.1609
06/27/2003,1.1437,1.142,1.1472,1.14,0.12%,1.0784,1.1619
06/26/2003,1.1423,1.1532,1.1543,1.1414,-0.95%,1.0777,1.1638
06/25/2003,1.1533,1.1515,1.1626,1.1495,0.19%,1.0771,1.1661
06/24/2003,1.1511,1.1555,1.1585,1.1477,-0.43%,1.0763,1.1674
06/23/2003,1.1561,1.1578,1.1608,1.1506,-0.42%,1.0755,1.1692
06/20/2003,1.161,1.1721,1.1735,1.1552,-0.95%,1.0747,1.1705
06/19/2003,1.1721,1.1684,1.1742,1.1585,0.23%,1.0739,1.1715
06/18/2003,1.1694,1.1782,1.1804,1.1664,-0.77%,1.0729,1.1715
06/17/2003,1.1785,1.1823,1.1869,1.1767,-0.35%,1.0719,1.1717
06/16/2003,1.1826,1.1877,1.1934,1.182,-0.31%,1.0708,1.171
06/13/2003,1.1863,1.1764,1.188,1.1736,0.82%,1.0697,1.1698
06/12/2003,1.1767,1.1755,1.181,1.1703,0.12%,1.0685,1.168
06/11/2003,1.1753,1.167,1.1785,1.1661,0.69%,1.0675,1.1671
06/10/2003,1.1673,1.1719,1.1743,1.1668,-0.35%,1.0664,1.1662
06/09/2003,1.1714,1.1713,1.1791,1.1659,0.12%,1.0654,1.1661
06/06/2003,1.17,1.1842,1.1882,1.1685,-1.21%,1.0643,1.1656
06/05/2003,1.1843,1.1643,1.1891,1.1628,1.72%,1.0632,1.1651
06/04/2003,1.1643,1.1735,1.1752,1.1636,-0.73%,1.062,1.1631
06/03/2003,1.1729,1.176,1.1783,1.1687,-0.31%,1.061,1.163
06/02/2003,1.1765,1.1714,1.1771,1.1653,-0.19%,1.0599,1.1619
05/30/2003,1.1787,1.1902,1.1918,1.1739,-0.95%,1.0587,1.1604
05/29/2003,1.19,1.1754,1.1909,1.1692,1.14%,1.0575,1.1585
05/28/2003,1.1766,1.1816,1.185,1.1707,-0.39%,1.0562,1.1551
05/27/2003,1.1812,1.1864,1.1934,1.1812,-0.53%,1.0549,1.1529
05/26/2003,1.1875,1.1836,1.188,1.1801,0.31%,1.0537,1.1499
05/23/2003,1.1838,1.1696,1.184,1.1667,1.21%,1.0523,1.1459
05/22/2003,1.1697,1.1641,1.1732,1.1619,0.52%,1.051,1.142
05/21/2003,1.1636,1.1712,1.1747,1.1633,-0.67%,1.0498,1.139
05/20/2003,1.1715,1.1643,1.1717,1.161,0.51%,1.0487,1.1365
05/19/2003,1.1655,1.1673,1.1741,1.1623,0.54%,1.0474,1.1328
05/16/2003,1.1592,1.1376,1.1595,1.137,1.84%,1.0463,1.1293
05/15/2003,1.1383,1.1479,1.1489,1.1377,-0.90%,1.0451,1.1262
05/14/2003,1.1486,1.1536,1.1538,1.1467,-0.31%,1.0442,1.1249
05/13/2003,1.1522,1.1562,1.1569,1.1463,-0.35%,1.0431,1.1224
05/12/2003,1.1563,1.1532,1.1626,1.1524,0.66%,1.042,1.1193
05/09/2003,1.1487,1.148,1.1538,1.1437,0.06%,1.0409,1.1154
05/08/2003,1.148,1.1356,1.1512,1.1309,1.08%,1.0398,1.1119
05/07/2003,1.1357,1.1439,1.144,1.1329,-0.73%,1.0387,1.1081
05/06/2003,1.1441,1.1291,1.1456,1.1277,1.32%,1.0377,1.1051
05/05/2003,1.1292,1.1228,1.1305,1.1205,0.54%,1.0367,1.101
05/02/2003,1.1231,1.1239,1.1274,1.1189,-0.02%,1.0357,1.0981
05/01/2003,1.1233,1.1183,1.129,1.1151,0.45%,1.0349,1.0955
04/30/2003,1.1183,1.1075,1.1189,1.1063,0.97%,1.034,1.0925
04/29/2003,1.1076,1.0987,1.1088,1.0933,0.82%,1.0331,1.0898
04/28/2003,1.0986,1.1037,1.1081,1.0977,-0.44%,1.0324,1.0879
04/25/2003,1.1034,1.1033,1.1054,1.096,0.01%,1.0317,1.0868
04/24/2003,1.1033,1.0957,1.105,1.0945,0.63%,1.031,1.0851
04/23/2003,1.0964,1.0972,1.0985,1.092,-0.07%,1.0303,1.0831
04/22/2003,1.0972,1.0864,1.1005,1.0848,0.91%,1.0296,1.0817
04/21/2003,1.0873,1.0896,1.0909,1.0821,-0.01%,1.0289,1.0801
04/18/2003,1.0874,1.0885,1.09,1.0868,0.01%,1.0283,1.0794
04/17/2003,1.0873,1.0909,1.0966,1.0867,-0.36%,1.0277,1.0785
04/16/2003,1.0912,1.0802,1.0922,1.0783,1.07%,1.0271,1.0776
04/15/2003,1.0797,1.0773,1.0822,1.0733,0.22%,1.0265,1.0762
04/14/2003,1.0773,1.0748,1.0813,1.0715,0.24%,1.026,1.0758
04/11/2003,1.0747,1.0789,1.0789,1.0692,-0.39%,1.0254,1.0756
04/10/2003,1.0789,1.0772,1.0833,1.0758,0.14%,1.025,1.0757
04/09/2003,1.0774,1.0718,1.0785,1.0673,0.57%,1.0244,1.0754
04/08/2003,1.0713,1.069,1.0726,1.0642,0.18%,1.0239,1.0752
04/07/2003,1.0694,1.0668,1.0703,1.056,-0.34%,1.0234,1.0756
04/04/2003,1.073,1.076,1.0768,1.0684,-0.25%,1.0229,1.0762
04/03/2003,1.0757,1.077,1.0792,1.0683,-0.10%,1.0224,1.0766
04/02/2003,1.0768,1.0913,1.0955,1.0751,-1.32%,1.0219,1.0767
04/01/2003,1.0912,1.0923,1.0929,1.0865,-0.11%,1.0213,1.0767
03/31/2003,1.0924,1.0798,1.0929,1.0781,1.32%,1.0206,1.0751
03/28/2003,1.0782,1.0696,1.0804,1.0668,0.83%,1.0199,1.0733
03/27/2003,1.0693,1.0692,1.0747,1.0674,0.07%,1.0193,1.0728
03/26/2003,1.0686,1.0654,1.0705,1.0621,0.34%,1.0188,1.0732
03/25/2003,1.065,1.0638,1.0724,1.0631,0.11%,1.0183,1.0737
03/24/2003,1.0638,1.0606,1.0677,1.0566,0.99%,1.0179,1.0746
03/21/2003,1.0534,1.0614,1.0619,1.0501,-0.84%,1.0174,1.0757
03/20/2003,1.0623,1.056,1.0672,1.0533,0.62%,1.017,1.0781
03/19/2003,1.0558,1.0635,1.0656,1.0551,-0.71%,1.0166,1.0797
03/18/2003,1.0633,1.062,1.0655,1.054,0.05%,1.0162,1.0822
03/17/2003,1.0628,1.0771,1.0846,1.0586,-1.05%,1.0157,1.0842
03/14/2003,1.0741,1.0783,1.0823,1.069,-0.50%,1.0152,1.0865
03/13/2003,1.0795,1.0995,1.0998,1.0791,-1.92%,1.0147,1.0878
03/12/2003,1.1006,1.1042,1.1058,1.0979,-0.34%,1.014,1.0886
03/11/2003,1.1044,1.1058,1.1086,1.1004,-0.10%,1.0131,1.0874
03/10/2003,1.1055,1.1007,1.1069,1.1004,0.43%,1.0122,1.0856
03/07/2003,1.1008,1.0974,1.1069,1.0966,0.35%,1.0113,1.0835
03/06/2003,1.097,1.0958,1.1014,1.0926,0.11%,1.0104,1.0817
03/05/2003,1.0958,1.0889,1.1006,1.0883,0.62%,1.0095,1.0801
03/04/2003,1.0891,1.0894,1.0938,1.0876,-0.06%,1.0086,1.0784
03/03/2003,1.0898,1.0777,1.0901,1.0767,0.93%,1.0078,1.0773
02/28/2003,1.0798,1.0745,1.081,1.0732,0.46%,1.007,1.076
02/27/2003,1.0749,1.0781,1.0838,1.0734,-0.32%,1.0063,1.0756
02/26/2003,1.0784,1.0759,1.0813,1.0728,0.24%,1.0056,1.0756
02/25/2003,1.0758,1.0795,1.0823,1.0741,-0.37%,1.0049,1.0753
02/24/2003,1.0798,1.0727,1.0808,1.0708,0.28%,1.0041,1.0753
02/21/2003,1.0768,1.0818,1.085,1.0751,-0.44%,1.0034,1.0748
02/20/2003,1.0816,1.0747,1.0837,1.0742,0.66%,1.0026,1.0746
02/19/2003,1.0745,1.0685,1.0768,1.0668,0.51%,1.0019,1.0739
02/18/2003,1.069,1.0726,1.0758,1.0677,-0.39%,1.0011,1.0738
02/17/2003,1.0732,1.0764,1.0779,1.0675,-0.55%,1.0004,1.0743
02/14/2003,1.0791,1.0828,1.0853,1.0761,-0.32%,0.9997,1.0744
02/13/2003,1.0826,1.0707,1.086,1.0702,0.97%,0.9989,1.0739
02/12/2003,1.0722,1.0736,1.0772,1.0703,-0.13%,0.9981,1.073
02/11/2003,1.0736,1.0732,1.0765,1.0664,-0.01%,0.9973,1.0731
02/10/2003,1.0737,1.0817,1.0832,1.0726,-0.81%,0.9966,1.0731
02/07/2003,1.0825,1.0837,1.084,1.073,0.01%,0.9958,1.073
02/06/2003,1.0824,1.0781,1.0866,1.0763,0.34%,0.9949,1.072
02/05/2003,1.0787,1.0889,1.094,1.0737,-0.87%,0.994,1.0709
02/04/2003,1.0882,1.0789,1.0911,1.0764,0.96%,0.9932,1.0701
02/03/2003,1.0779,1.0786,1.0793,1.0692,0.09%,0.9922,1.0682
01/31/2003,1.0769,1.0818,1.0836,1.0722,-0.50%,0.9914,1.0672
01/30/2003,1.0823,1.084,1.0848,1.073,-0.12%,0.9905,1.0661
01/29/2003,1.0836,1.0831,1.0902,1.0809,0.13%,0.9896,1.0644
01/28/2003,1.0822,1.0855,1.0857,1.078,-0.31%,0.9886,1.0624
01/27/2003,1.0856,1.0838,1.0909,1.078,0.32%,0.9877,1.0603
01/24/2003,1.0821,1.0747,1.0857,1.0739,0.59%,0.9867,1.0577
01/23/2003,1.0758,1.0742,1.078,1.0705,0.28%,0.9858,1.0551
01/22/2003,1.0728,1.073,1.0745,1.068,0.04%,0.9849,1.0529
01/21/2003,1.0724,1.0675,1.0736,1.0629,0.41%,0.984,1.0509
01/20/2003,1.068,1.0656,1.0696,1.0633,0.10%,0.9831,1.0486
01/17/2003,1.0669,1.0614,1.068,1.0602,0.47%,0.9822,1.0465
01/16/2003,1.0619,1.0558,1.0629,1.0543,0.64%,0.9814,1.0444
01/15/2003,1.0551,1.0553,1.0595,1.0503,-0.01%,0.9806,1.0426
01/14/2003,1.0552,1.0538,1.0601,1.0535,0.09%,0.9798,1.0412
01/13/2003,1.0542,1.058,1.0585,1.0525,-0.32%,0.9791,1.0398
01/10/2003,1.0576,1.0487,1.0587,1.0472,0.86%,0.9783,1.0382
01/09/2003,1.0486,1.0495,1.0541,1.046,-0.10%,0.9775,1.0362
01/08/2003,1.0497,1.0412,1.0537,1.036,0.78%,0.9768,1.0349
01/07/2003,1.0416,1.0463,1.0468,1.0394,-0.51%,0.9761,1.0333
01/06/2003,1.0469,1.0417,1.0497,1.0414,0.44%,0.9754,1.0325
01/03/2003,1.0423,1.0359,1.0438,1.0336,0.59%,0.9747,1.031
01/02/2003,1.0362,1.0492,1.0498,1.0334,-1.24%,0.974,1.0298
01/01/2003,1.0492,1.0494,1.0502,1.0492,-0.09%,0.9734,1.0291
12/31/2002,1.0501,1.049,1.0507,1.0454,0.12%,0.9726,1.027
12/30/2002,1.0488,1.0427,1.0488,1.0402,0.48%,0.9718,1.0245
12/27/2002,1.0438,1.0376,1.0445,1.0359,0.57%,0.9711,1.022
12/26/2002,1.0379,1.0312,1.0379,1.0312,0.54%,0.9703,1.0197
12/25/2002,1.0323,1.03,1.0327,1.027,0.22%,0.9697,1.0178
12/24/2002,1.03,1.0262,1.0327,1.0252,0.34%,0.969,1.0162
12/23/2002,1.0265,1.0273,1.0318,1.0215,-0.04%,0.9684,1.0148
12/20/2002,1.0269,1.0276,1.0278,1.0242,-0.04%,0.9678,1.0135
12/19/2002,1.0273,1.027,1.0292,1.0204,0.06%,0.9672,1.0121
12/18/2002,1.0267,1.0283,1.0288,1.0225,-0.19%,0.9666,1.0105
12/17/2002,1.0287,1.0229,1.0335,1.0209,0.63%,0.966,1.0088
12/16/2002,1.0223,1.0236,1.025,1.0191,-0.11%,0.9654,1.0067
12/13/2002,1.0234,1.0189,1.0261,1.0162,0.46%,0.9648,1.0051
12/12/2002,1.0187,1.0088,1.0198,1.0072,1.02%,0.9642,1.0032
12/11/2002,1.0084,1.0078,1.0103,1.0059,-0.02%,0.9637,1.0015
12/10/2002,1.0086,1.0105,1.0141,1.0069,-0.21%,0.9632,1.0008
