Date,Price,Open,High,Low,Change %,200EMA,20EMA
02/13/2012,1.3194,1.3208,1.3284,1.3187,0.14%,1.3539,1.3118
02/10/2012,1.3175,1.3284,1.3293,1.3155,-0.81%,1.3542,1.311
02/09/2012,1.3283,1.3262,1.3323,1.3215,0.19%,1.3546,1.3103
02/08/2012,1.3258,1.326,1.3291,1.3218,-0.06%,1.3549,1.3085
02/07/2012,1.3266,1.3135,1.3272,1.3087,1.01%,1.3551,1.3066
02/06/2012,1.3134,1.3114,1.3144,1.3029,-0.08%,1.3554,1.3045
02/03/2012,1.3144,1.3144,1.3205,1.3066,-0.02%,1.3559,1.3036
02/02/2012,1.3146,1.3161,1.3197,1.3085,-0.10%,1.3563,1.3025
02/01/2012,1.3159,1.3081,1.3218,1.3024,0.61%,1.3567,1.3012
01/31/2012,1.3079,1.3135,1.3213,1.3041,-0.37%,1.3571,1.2996
01/30/2012,1.3127,1.3226,1.3232,1.3076,-0.75%,1.3576,1.2988
01/27/2012,1.3226,1.3106,1.323,1.3077,0.96%,1.358,1.2973
01/26/2012,1.31,1.3104,1.3186,1.3091,-0.08%,1.3584,1.2946
01/25/2012,1.311,1.3028,1.3121,1.2929,0.68%,1.3589,1.293
01/24/2012,1.3022,1.3028,1.3064,1.2954,-0.06%,1.3594,1.2911
01/23/2012,1.303,1.2872,1.3054,1.2872,0.71%,1.3599,1.2899
01/20/2012,1.2938,1.2967,1.2986,1.2887,-0.21%,1.3605,1.2886
01/19/2012,1.2965,1.2858,1.2971,1.2837,0.86%,1.3612,1.288
01/18/2012,1.2854,1.2736,1.2864,1.2732,0.89%,1.3618,1.2871
01/17/2012,1.274,1.2664,1.2811,1.2649,0.60%,1.3626,1.2873
01/16/2012,1.2664,1.2639,1.2689,1.2626,-0.10%,1.3635,1.2887
01/13/2012,1.2677,1.2822,1.2879,1.2624,-1.16%,1.3645,1.2911
01/12/2012,1.2826,1.2706,1.2845,1.2698,0.96%,1.3654,1.2935
01/11/2012,1.2704,1.2774,1.279,1.2662,-0.53%,1.3663,1.2947
01/10/2012,1.2772,1.2766,1.2819,1.2742,0.04%,1.3672,1.2972
01/09/2012,1.2767,1.2693,1.2788,1.2666,0.36%,1.3681,1.2993
01/06/2012,1.2721,1.2788,1.2812,1.2696,-0.46%,1.3691,1.3017
01/05/2012,1.278,1.2944,1.2948,1.2769,-1.25%,1.37,1.3048
01/04/2012,1.2942,1.3051,1.3074,1.2898,-0.84%,1.371,1.3077
01/03/2012,1.3051,1.2933,1.3077,1.2931,0.94%,1.3717,1.3091
01/02/2012,1.2929,1.2938,1.2968,1.2916,-0.15%,1.3724,1.3095
12/30/2011,1.2948,1.2963,1.3001,1.2904,-0.11%,1.3732,1.3112
12/29/2011,1.2962,1.2939,1.2965,1.2857,0.20%,1.374,1.313
12/28/2011,1.2936,1.307,1.3081,1.291,-1.01%,1.3748,1.3147
12/27/2011,1.3068,1.3062,1.3083,1.3041,0.06%,1.3756,1.317
12/26/2011,1.306,1.3046,1.3084,1.3032,0.13%,1.3763,1.318
12/23/2011,1.3043,1.3051,1.3098,1.3026,-0.06%,1.377,1.3193
12/22/2011,1.3051,1.3047,1.3121,1.3018,0.05%,1.3777,1.3209
12/21/2011,1.3045,1.3079,1.3197,1.3024,-0.26%,1.3784,1.3225
12/20/2011,1.3079,1.3003,1.3133,1.2994,0.65%,1.3792,1.3244
12/19/2011,1.2995,1.3043,1.3044,1.2981,-0.31%,1.3799,1.3262
12/16/2011,1.3035,1.302,1.3087,1.2997,0.13%,1.3807,1.329
12/15/2011,1.3018,1.2982,1.3051,1.2957,0.29%,1.3815,1.3317
12/14/2011,1.2981,1.303,1.3064,1.2945,-0.41%,1.3823,1.3348
12/13/2011,1.3034,1.3188,1.3237,1.3007,-1.15%,1.3831,1.3387
12/12/2011,1.3186,1.3384,1.3388,1.3163,-1.41%,1.3839,1.3424
12/09/2011,1.3375,1.3344,1.3436,1.3283,0.22%,1.3846,1.3449
12/08/2011,1.3346,1.3413,1.346,1.3289,-0.50%,1.3851,1.3457
12/07/2011,1.3413,1.3397,1.3455,1.335,0.07%,1.3856,1.3468
12/06/2011,1.3403,1.339,1.3428,1.3333,0.00%,1.386,1.3474
12/05/2011,1.3403,1.3436,1.3487,1.3375,0.00%,1.3865,1.3482
12/02/2011,1.3403,1.3463,1.3549,1.3362,-0.45%,1.3869,1.349
12/01/2011,1.3464,1.3437,1.3522,1.3416,0.16%,1.3874,1.3499
11/30/2011,1.3443,1.3317,1.3533,1.326,0.84%,1.3878,1.3503
11/29/2011,1.3331,1.3314,1.3445,1.3287,0.16%,1.3883,1.3509
11/28/2011,1.331,1.3319,1.34,1.3273,0.57%,1.3888,1.3528
11/25/2011,1.3234,1.3346,1.3356,1.3211,-0.87%,1.3894,1.3551
11/24/2011,1.335,1.3345,1.3413,1.3317,0.11%,1.3901,1.3584
11/23/2011,1.3335,1.351,1.3533,1.332,-1.32%,1.3906,1.3609
11/22/2011,1.3514,1.3493,1.3569,1.3468,0.14%,1.3912,1.3637
11/21/2011,1.3495,1.3507,1.3541,1.343,-0.11%,1.3916,1.365
11/18/2011,1.351,1.346,1.3615,1.3447,0.37%,1.392,1.3667
11/17/2011,1.346,1.3457,1.354,1.342,-0.02%,1.3924,1.3683
11/16/2011,1.3463,1.3536,1.3559,1.3428,-0.52%,1.3929,1.3707
11/15/2011,1.3533,1.3632,1.3641,1.3497,-0.68%,1.3934,1.3732
11/14/2011,1.3626,1.3809,1.3813,1.3592,-0.92%,1.3938,1.3753
11/11/2011,1.3752,1.3601,1.3798,1.3579,1.10%,1.3941,1.3767
11/10/2011,1.3603,1.3546,1.3655,1.3483,0.42%,1.3943,1.3768
11/09/2011,1.3546,1.3836,1.3859,1.3523,-2.11%,1.3946,1.3786
11/08/2011,1.3838,1.3776,1.3848,1.3723,0.45%,1.395,1.3811
11/07/2011,1.3776,1.3837,1.3838,1.368,-0.14%,1.3951,1.3808
11/04/2011,1.3796,1.3813,1.3868,1.3712,-0.14%,1.3953,1.3811
11/03/2011,1.3815,1.375,1.3855,1.3655,0.50%,1.3955,1.3813
11/02/2011,1.3746,1.3695,1.383,1.3636,0.37%,1.3956,1.3813
11/01/2011,1.3696,1.3857,1.3873,1.361,-1.16%,1.3958,1.382
10/31/2011,1.3857,1.415,1.4171,1.3828,-2.06%,1.3961,1.3833
10/28/2011,1.4148,1.4183,1.4202,1.4135,-0.31%,1.3962,1.383
10/27/2011,1.4192,1.3884,1.4249,1.3865,2.09%,1.396,1.3797
10/26/2011,1.3902,1.3912,1.3977,1.3799,-0.03%,1.3958,1.3755
10/25/2011,1.3906,1.3931,1.3962,1.3849,-0.14%,1.3958,1.374
10/24/2011,1.3925,1.3864,1.3956,1.3821,0.21%,1.3959,1.3722
10/21/2011,1.3896,1.3775,1.3903,1.3705,0.86%,1.3959,1.3701
10/20/2011,1.3777,1.3756,1.3845,1.3657,0.15%,1.396,1.3681
10/19/2011,1.3756,1.3739,1.387,1.3725,0.12%,1.3961,1.367
10/18/2011,1.3739,1.3735,1.3819,1.3653,-0.02%,1.3963,1.3661
10/17/2011,1.3742,1.3885,1.3916,1.3726,-0.97%,1.3966,1.3653
10/14/2011,1.3877,1.3773,1.3896,1.3722,0.73%,1.3968,1.3644
10/13/2011,1.3776,1.3785,1.3829,1.3685,-0.08%,1.3969,1.3619
10/12/2011,1.3787,1.3649,1.3834,1.3581,1.04%,1.3971,1.3603
10/11/2011,1.3645,1.364,1.3685,1.3565,0.01%,1.3973,1.3583
10/10/2011,1.3643,1.3396,1.3699,1.3377,1.99%,1.3976,1.3577
10/07/2011,1.3377,1.3431,1.3527,1.3362,-0.41%,1.3979,1.357
10/06/2011,1.3432,1.3354,1.3451,1.3241,0.63%,1.3985,1.359
10/05/2011,1.3348,1.3346,1.3385,1.3259,0.06%,1.3991,1.3607
10/04/2011,1.334,1.3183,1.3371,1.3146,1.30%,1.3997,1.3634
10/03/2011,1.3169,1.3337,1.3382,1.3163,-1.62%,1.4004,1.3665
09/30/2011,1.3386,1.3585,1.3604,1.3383,-1.53%,1.4012,1.3717
09/29/2011,1.3594,1.3529,1.368,1.352,0.38%,1.4019,1.3752
09/28/2011,1.3542,1.359,1.3691,1.3533,-0.37%,1.4023,1.3769
09/27/2011,1.3592,1.3527,1.3668,1.3478,0.38%,1.4028,1.3793
09/26/2011,1.354,1.351,1.3552,1.3364,0.31%,1.4032,1.3814
09/23/2011,1.3498,1.3462,1.357,1.3417,0.28%,1.4037,1.3843
09/22/2011,1.346,1.3579,1.3601,1.3382,-0.78%,1.4043,1.3879
09/21/2011,1.3566,1.3702,1.379,1.3558,-1.02%,1.4048,1.3923
09/20/2011,1.3706,1.3674,1.3746,1.3594,0.15%,1.4053,1.3961
09/19/2011,1.3685,1.3672,1.3721,1.3587,-0.83%,1.4057,1.3988
09/16/2011,1.38,1.3886,1.3887,1.3755,-0.56%,1.406,1.4019
09/15/2011,1.3878,1.3744,1.3939,1.3704,0.95%,1.4063,1.4042
09/14/2011,1.3747,1.3683,1.3785,1.3591,0.47%,1.4065,1.406
09/13/2011,1.3683,1.367,1.3741,1.3558,0.07%,1.4068,1.4093
09/12/2011,1.3673,1.3568,1.3693,1.35,0.15%,1.4072,1.4136
09/09/2011,1.3653,1.3883,1.3938,1.3628,-1.65%,1.4076,1.4185
09/08/2011,1.3882,1.4094,1.4097,1.3872,-1.53%,1.408,1.4241
09/07/2011,1.4097,1.3994,1.4148,1.3992,0.69%,1.4082,1.4278
09/06/2011,1.4,1.4097,1.4277,1.3973,-0.65%,1.4082,1.4297
09/05/2011,1.4092,1.4167,1.4174,1.4061,-0.80%,1.4083,1.4329
09/02/2011,1.4205,1.426,1.4291,1.4184,-0.38%,1.4083,1.4354
09/01/2011,1.4259,1.4375,1.4381,1.4224,-0.83%,1.4082,1.4369
08/31/2011,1.4379,1.4436,1.447,1.436,-0.46%,1.408,1.4381
08/30/2011,1.4446,1.4516,1.4535,1.4385,-0.44%,1.4077,1.4381
08/29/2011,1.451,1.4497,1.455,1.4466,0.08%,1.4073,1.4374
08/26/2011,1.4499,1.4374,1.4503,1.4329,0.83%,1.4069,1.436
08/25/2011,1.438,1.4412,1.4476,1.4327,-0.23%,1.4064,1.4345
08/24/2011,1.4413,1.4432,1.4482,1.4379,-0.17%,1.4061,1.4342
08/23/2011,1.4438,1.4358,1.4499,1.4352,0.54%,1.4058,1.4334
08/22/2011,1.436,1.4375,1.4436,1.4346,-0.26%,1.4054,1.4323
08/19/2011,1.4398,1.4329,1.4455,1.4259,0.47%,1.4051,1.4319
08/18/2011,1.4331,1.4423,1.4451,1.427,-0.65%,1.4047,1.4311
08/17/2011,1.4425,1.4403,1.4519,1.4325,0.11%,1.4044,1.4309
08/16/2011,1.4409,1.4447,1.4474,1.4354,-0.26%,1.4041,1.4297
08/15/2011,1.4446,1.4261,1.4478,1.4261,1.38%,1.4037,1.4285
08/12/2011,1.4249,1.424,1.4293,1.415,0.04%,1.4033,1.4268
08/11/2011,1.4243,1.4163,1.4296,1.4103,0.49%,1.4031,1.427
08/10/2011,1.4174,1.4395,1.4403,1.4162,-1.36%,1.4029,1.4273
08/09/2011,1.437,1.4173,1.4381,1.4152,1.36%,1.4027,1.4283
08/08/2011,1.4177,1.4387,1.4404,1.4131,-0.74%,1.4024,1.4274
08/05/2011,1.4282,1.4099,1.4299,1.4056,1.23%,1.4022,1.4284
08/04/2011,1.4108,1.4332,1.4371,1.4089,-1.51%,1.4019,1.4284
08/03/2011,1.4325,1.4183,1.4345,1.4143,0.93%,1.4019,1.4303
08/02/2011,1.4193,1.4262,1.4284,1.415,-0.41%,1.4015,1.43
08/01/2011,1.4251,1.4358,1.4455,1.4186,-1.01%,1.4014,1.4312
07/29/2011,1.4396,1.4328,1.4414,1.4229,0.45%,1.4011,1.4318
07/28/2011,1.4331,1.4373,1.4402,1.4253,-0.24%,1.4007,1.431
07/27/2011,1.4365,1.4514,1.4537,1.4339,-1.01%,1.4004,1.4308
07/26/2011,1.4512,1.4375,1.4526,1.4356,0.95%,1.4001,1.4301
07/25/2011,1.4376,1.4398,1.4408,1.4325,0.14%,1.3995,1.4279
07/22/2011,1.4356,1.4423,1.444,1.4325,-0.46%,1.3992,1.4269
07/21/2011,1.4423,1.4226,1.444,1.4139,1.43%,1.3988,1.426
07/20/2011,1.422,1.4153,1.4243,1.4133,0.45%,1.3984,1.4243
07/19/2011,1.4156,1.4101,1.4219,1.4068,0.32%,1.3981,1.4245
07/18/2011,1.4111,1.4113,1.4135,1.4011,-0.30%,1.3979,1.4255
07/15/2011,1.4153,1.4144,1.4202,1.4093,0.06%,1.3978,1.427
07/14/2011,1.4145,1.4189,1.4284,1.4116,-0.27%,1.3976,1.4282
07/13/2011,1.4184,1.3976,1.4212,1.3952,1.47%,1.3975,1.4296
07/12/2011,1.3979,1.4046,1.4065,1.3838,-0.41%,1.3973,1.4308
07/11/2011,1.4036,1.4215,1.4228,1.3984,-1.64%,1.3972,1.4343
07/08/2011,1.427,1.436,1.4371,1.4207,-0.63%,1.3972,1.4375
07/07/2011,1.4361,1.4318,1.4376,1.4221,0.30%,1.3969,1.4386
07/06/2011,1.4318,1.4421,1.4468,1.4284,-0.73%,1.3965,1.4389
07/05/2011,1.4423,1.4541,1.4554,1.4396,-0.81%,1.3961,1.4397
07/04/2011,1.4541,1.4543,1.4581,1.4493,0.11%,1.3957,1.4394
07/01/2011,1.4525,1.45,1.4554,1.4437,0.13%,1.3951,1.4378
06/30/2011,1.4506,1.4434,1.4541,1.4426,0.48%,1.3945,1.4363
06/29/2011,1.4436,1.4364,1.4449,1.4327,0.47%,1.3939,1.4348
06/28/2011,1.4369,1.4284,1.4398,1.4235,0.60%,1.3934,1.4338
06/27/2011,1.4284,1.4193,1.4296,1.4103,0.64%,1.393,1.4335
06/24/2011,1.4193,1.4264,1.4312,1.4142,-0.46%,1.3927,1.4341
06/23/2011,1.4259,1.4335,1.4341,1.4127,-0.66%,1.3924,1.4356
06/22/2011,1.4354,1.4396,1.4442,1.4339,-0.37%,1.392,1.4366
06/21/2011,1.4407,1.4306,1.4423,1.4304,0.68%,1.3916,1.4368
06/20/2011,1.4309,1.4274,1.4329,1.4191,-0.01%,1.3911,1.4364
06/17/2011,1.4311,1.4213,1.4342,1.4127,0.69%,1.3907,1.4369
06/16/2011,1.4213,1.4164,1.4221,1.4074,0.32%,1.3903,1.4375
06/15/2011,1.4168,1.4442,1.4456,1.4156,-1.89%,1.39,1.4392
06/14/2011,1.4441,1.442,1.4501,1.4379,0.17%,1.3897,1.4416
06/13/2011,1.4417,1.4329,1.4432,1.432,0.48%,1.3892,1.4413
06/10/2011,1.4348,1.451,1.4553,1.4323,-1.10%,1.3887,1.4413
06/09/2011,1.4508,1.4577,1.4651,1.4476,-0.47%,1.3882,1.442
06/08/2011,1.4577,1.4691,1.4695,1.4564,-0.78%,1.3876,1.4411
06/07/2011,1.4691,1.4577,1.4698,1.4563,0.78%,1.3869,1.4393
06/06/2011,1.4577,1.4628,1.4659,1.4556,-0.41%,1.386,1.4362
06/03/2011,1.4637,1.4494,1.4645,1.4454,1.01%,1.3853,1.4339
06/02/2011,1.4491,1.4322,1.4514,1.4322,1.24%,1.3845,1.4308
06/01/2011,1.4314,1.4393,1.446,1.4307,-0.57%,1.3839,1.4289
05/31/2011,1.4396,1.4284,1.4425,1.4284,0.81%,1.3834,1.4286
05/30/2011,1.428,1.4314,1.4314,1.4257,-0.31%,1.3828,1.4274
05/27/2011,1.4324,1.4137,1.4325,1.4126,1.31%,1.3824,1.4274
05/26/2011,1.4139,1.4085,1.4207,1.4066,0.37%,1.3819,1.4268
05/25/2011,1.4087,1.4101,1.412,1.4013,-0.12%,1.3816,1.4282
05/24/2011,1.4104,1.4045,1.4133,1.4,0.38%,1.3813,1.4303
05/23/2011,1.4051,1.4131,1.4144,1.3969,-0.73%,1.381,1.4324
05/20/2011,1.4155,1.4308,1.4348,1.4134,-1.11%,1.3807,1.4352
05/19/2011,1.4314,1.4249,1.4327,1.4205,0.48%,1.3804,1.4373
05/18/2011,1.4246,1.4236,1.4288,1.4194,0.06%,1.3799,1.4379
05/17/2011,1.4238,1.416,1.424,1.4118,0.59%,1.3794,1.4393
05/16/2011,1.4154,1.4078,1.4245,1.4047,0.23%,1.379,1.441
05/13/2011,1.4121,1.4243,1.4342,1.4067,-0.86%,1.3786,1.4436
05/12/2011,1.4243,1.4205,1.4278,1.4123,0.32%,1.3783,1.447
05/11/2011,1.4197,1.4406,1.4425,1.4172,-1.46%,1.3778,1.4493
05/10/2011,1.4407,1.4353,1.4414,1.4268,0.30%,1.3774,1.4525
05/09/2011,1.4364,1.4369,1.4443,1.4255,0.38%,1.3768,1.4537
05/06/2011,1.431,1.4543,1.459,1.431,-1.59%,1.3762,1.4555
05/05/2011,1.4541,1.4829,1.4903,1.4512,-1.91%,1.3756,1.4581
05/04/2011,1.4824,1.4823,1.4942,1.4776,-0.03%,1.3748,1.4585
05/03/2011,1.4828,1.482,1.4892,1.4753,0.01%,1.3738,1.456
05/02/2011,1.4827,1.4826,1.4905,1.4763,0.17%,1.3727,1.4532
04/29/2011,1.4802,1.4828,1.4881,1.4802,-0.15%,1.3715,1.4501
04/28/2011,1.4824,1.4783,1.4883,1.4769,0.32%,1.3705,1.4469
04/27/2011,1.4777,1.4646,1.4796,1.4632,0.91%,1.3693,1.4432
04/26/2011,1.4644,1.4579,1.4659,1.4493,0.43%,1.3682,1.4396
04/25/2011,1.4581,1.456,1.4629,1.4524,0.17%,1.3673,1.4369
04/22/2011,1.4556,1.4552,1.4589,1.4533,0.03%,1.3664,1.4347
04/21/2011,1.4552,1.452,1.465,1.4504,0.23%,1.3655,1.4325
04/20/2011,1.4518,1.4337,1.4546,1.4325,1.26%,1.3646,1.4301
04/19/2011,1.4337,1.4224,1.4354,1.4204,0.72%,1.3637,1.4278
04/18/2011,1.4234,1.4419,1.4422,1.4157,-1.37%,1.363,1.4272
04/15/2011,1.4432,1.4488,1.4507,1.4392,-0.39%,1.3624,1.4276
04/14/2011,1.4489,1.4441,1.4516,1.4363,0.33%,1.3616,1.426
04/13/2011,1.4441,1.4477,1.4521,1.4411,-0.25%,1.3607,1.4236
04/12/2011,1.4477,1.4432,1.452,1.4375,0.29%,1.3598,1.4214
04/11/2011,1.4435,1.4454,1.4484,1.4417,-0.32%,1.359,1.4187
04/08/2011,1.4481,1.4304,1.4491,1.4292,1.24%,1.3581,1.416
04/07/2011,1.4304,1.4335,1.4346,1.4243,-0.20%,1.3572,1.4127
04/06/2011,1.4333,1.4217,1.4351,1.4209,0.77%,1.3565,1.4108
04/05/2011,1.4223,1.422,1.4248,1.4152,0.01%,1.3557,1.4084
04/04/2011,1.4222,1.4226,1.4272,1.4194,-0.06%,1.355,1.407
04/01/2011,1.4231,1.4174,1.4248,1.4062,0.45%,1.3544,1.4054
03/31/2011,1.4167,1.4129,1.4234,1.4114,0.28%,1.3537,1.4035
03/30/2011,1.4127,1.4112,1.4148,1.4051,0.11%,1.353,1.4021
03/29/2011,1.4111,1.4081,1.4151,1.4047,0.18%,1.3524,1.401
03/28/2011,1.4085,1.4046,1.4116,1.402,0.01%,1.3518,1.4
03/25/2011,1.4084,1.4171,1.4196,1.4055,-0.64%,1.3513,1.3991
03/24/2011,1.4175,1.4091,1.4223,1.4051,0.65%,1.3507,1.3981
03/23/2011,1.4083,1.4198,1.4217,1.4078,-0.84%,1.35,1.396
03/22/2011,1.4202,1.4219,1.4249,1.4173,-0.18%,1.3494,1.3947
03/21/2011,1.4227,1.4182,1.4241,1.4138,0.34%,1.3487,1.3921
03/18/2011,1.4179,1.4017,1.4187,1.3981,1.12%,1.348,1.3888
03/17/2011,1.4022,1.3906,1.4053,1.3869,0.86%,1.3473,1.3858
03/16/2011,1.3903,1.3998,1.4002,1.3865,-0.66%,1.3467,1.384
03/15/2011,1.3996,1.3986,1.4013,1.3853,0.04%,1.3463,1.3834
03/14/2011,1.399,1.3962,1.4003,1.3902,0.58%,1.3458,1.3817
03/11/2011,1.391,1.3798,1.3916,1.3752,0.84%,1.3452,1.3798
03/10/2011,1.3794,1.3906,1.3927,1.3775,-0.82%,1.3448,1.3787
03/09/2011,1.3908,1.3904,1.3943,1.3854,0.03%,1.3444,1.3786
03/08/2011,1.3904,1.3972,1.3994,1.3861,-0.49%,1.344,1.3773
03/07/2011,1.3973,1.3996,1.4038,1.3952,-0.09%,1.3435,1.3759
03/04/2011,1.3985,1.3968,1.4009,1.3939,0.14%,1.3429,1.3737
03/03/2011,1.3966,1.3868,1.3974,1.3833,0.74%,1.3424,1.3711
03/02/2011,1.3864,1.3775,1.3889,1.3742,0.64%,1.3418,1.3684
03/01/2011,1.3776,1.3803,1.3855,1.3762,-0.19%,1.3414,1.3665
02/28/2011,1.3802,1.3757,1.3856,1.371,0.37%,1.341,1.3653
02/25/2011,1.3751,1.3797,1.3838,1.3722,-0.38%,1.3406,1.3638
02/24/2011,1.3804,1.3747,1.3821,1.3702,0.41%,1.3403,1.3626
02/23/2011,1.3747,1.3659,1.3788,1.3646,0.68%,1.3399,1.3607
02/22/2011,1.3654,1.3677,1.3704,1.3525,-0.17%,1.3395,1.3592
02/21/2011,1.3677,1.3703,1.3719,1.3646,-0.15%,1.3393,1.3586
02/18/2011,1.3697,1.3609,1.3718,1.3548,0.70%,1.339,1.3576
02/17/2011,1.3602,1.3568,1.362,1.3534,0.25%,1.3387,1.3563
02/16/2011,1.3568,1.3488,1.3591,1.3461,0.58%,1.3385,1.3559
02/15/2011,1.349,1.3488,1.3553,1.3459,0.03%,1.3383,1.3558
02/14/2011,1.3486,1.351,1.3562,1.3429,-0.46%,1.3382,1.3565
02/11/2011,1.3549,1.3599,1.3624,1.3498,-0.34%,1.3381,1.3574
02/10/2011,1.3595,1.3729,1.3737,1.3577,-0.99%,1.3379,1.3576
02/09/2011,1.3731,1.3625,1.3745,1.3607,0.71%,1.3377,1.3574
02/08/2011,1.3634,1.3582,1.369,1.3571,0.34%,1.3373,1.3558
02/07/2011,1.3588,1.3563,1.3628,1.3508,0.01%,1.3371,1.355
02/04/2011,1.3586,1.3639,1.3679,1.3542,-0.34%,1.3368,1.3546
02/03/2011,1.3632,1.3813,1.3828,1.3611,-1.25%,1.3366,1.3542
02/02/2011,1.3805,1.383,1.3863,1.3767,-0.21%,1.3364,1.3532
02/01/2011,1.3834,1.3685,1.3845,1.3685,1.08%,1.3359,1.3504
01/31/2011,1.3686,1.3599,1.374,1.3568,0.54%,1.3354,1.3469
01/28/2011,1.3613,1.3733,1.3746,1.358,-0.83%,1.3351,1.3446
01/27/2011,1.3727,1.371,1.376,1.3636,0.21%,1.3348,1.3428
01/26/2011,1.3698,1.3686,1.3722,1.3642,0.06%,1.3345,1.3397
01/25/2011,1.369,1.3638,1.3704,1.3571,0.34%,1.3341,1.3365
01/24/2011,1.3643,1.3638,1.3687,1.3537,0.18%,1.3338,1.3331
01/21/2011,1.3618,1.3475,1.3629,1.3448,1.04%,1.3335,1.3298
01/20/2011,1.3478,1.3476,1.3524,1.3395,0.07%,1.3332,1.3265
01/19/2011,1.3469,1.3389,1.3541,1.3369,0.66%,1.333,1.3242
01/18/2011,1.3381,1.3292,1.3467,1.3252,0.65%,1.3329,1.3218
01/17/2011,1.3294,1.3383,1.3389,1.3245,-0.62%,1.3328,1.3201
01/14/2011,1.3377,1.3363,1.3458,1.3313,0.17%,1.3329,1.3191
01/13/2011,1.3354,1.3129,1.3384,1.3087,1.65%,1.3328,1.3172
01/12/2011,1.3137,1.2972,1.3146,1.2961,1.23%,1.3328,1.3152
01/11/2011,1.2978,1.295,1.2995,1.2905,0.26%,1.333,1.3154
01/10/2011,1.2944,1.2883,1.2967,1.2874,0.19%,1.3333,1.3173
01/07/2011,1.2919,1.3005,1.3023,1.2906,-0.63%,1.3337,1.3197
01/06/2011,1.3001,1.3146,1.3171,1.2995,-1.15%,1.3341,1.3226
01/05/2011,1.3152,1.3304,1.3325,1.3123,-1.14%,1.3345,1.325
01/04/2011,1.3304,1.3358,1.3436,1.3291,-0.37%,1.3347,1.326
01/03/2011,1.3354,1.3348,1.3397,1.3251,-0.19%,1.3347,1.3255
12/31/2010,1.3379,1.329,1.3427,1.3283,0.72%,1.3347,1.3245
12/30/2010,1.3283,1.3225,1.3316,1.3212,0.45%,1.3347,1.3231
12/29/2010,1.3224,1.3116,1.3239,1.3082,0.79%,1.3347,1.3225
12/28/2010,1.312,1.3166,1.3277,1.3094,-0.31%,1.3349,1.3225
12/27/2010,1.3161,1.3115,1.3171,1.3072,0.33%,1.3351,1.3236
12/24/2010,1.3118,1.3117,1.3151,1.3095,-0.02%,1.3353,1.3244
12/23/2010,1.312,1.3096,1.3154,1.3054,0.15%,1.3355,1.3258
12/22/2010,1.31,1.3095,1.3182,1.3076,0.03%,1.3358,1.3272
12/21/2010,1.3096,1.3127,1.3203,1.3072,-0.19%,1.336,1.329
12/20/2010,1.3121,1.3182,1.319,1.3095,-0.46%,1.3363,1.3311
12/17/2010,1.3182,1.3239,1.3361,1.3133,-0.43%,1.3365,1.3331
12/16/2010,1.3239,1.3213,1.3268,1.318,0.20%,1.3367,1.3346
12/15/2010,1.3213,1.3383,1.3384,1.3209,-1.28%,1.3368,1.3358
12/14/2010,1.3384,1.3388,1.3498,1.3361,-0.05%,1.337,1.3373
12/13/2010,1.3391,1.3207,1.3435,1.3182,1.19%,1.337,1.3372
12/10/2010,1.3234,1.3237,1.3283,1.3178,-0.08%,1.337,1.337
12/09/2010,1.3245,1.3264,1.3325,1.3165,-0.11%,1.3371,1.3384
12/08/2010,1.3259,1.3263,1.3283,1.318,-0.04%,1.3372,1.3399
12/07/2010,1.3264,1.3304,1.3401,1.326,-0.32%,1.3373,1.3413
12/06/2010,1.3306,1.3382,1.3422,1.3243,-0.81%,1.3375,1.3429
12/03/2010,1.3415,1.3222,1.3418,1.3192,1.42%,1.3375,1.3442
12/02/2010,1.3227,1.3137,1.325,1.3059,0.64%,1.3375,1.3445
12/01/2010,1.3143,1.2985,1.3181,1.297,1.26%,1.3376,1.3468
11/30/2010,1.298,1.3124,1.3152,1.2967,-1.07%,1.3379,1.3502
11/29/2010,1.3121,1.3287,1.3304,1.3064,-0.92%,1.3383,1.3557
11/26/2010,1.3243,1.3355,1.3368,1.3199,-0.90%,1.3385,1.3603
11/25/2010,1.3363,1.3333,1.3388,1.3287,0.23%,1.3387,1.3641
11/24/2010,1.3332,1.3367,1.3424,1.3284,-0.31%,1.3387,1.367
11/23/2010,1.3373,1.3619,1.3634,1.3361,-1.86%,1.3388,1.3706
11/22/2010,1.3626,1.3714,1.3786,1.3575,-0.45%,1.3388,1.3741
11/19/2010,1.3687,1.3647,1.3733,1.3609,0.31%,1.3385,1.3753
11/18/2010,1.3645,1.3527,1.3668,1.3525,0.93%,1.3382,1.376
11/17/2010,1.3519,1.3487,1.3566,1.3458,0.19%,1.338,1.3772
11/16/2010,1.3493,1.3587,1.3655,1.3447,-0.68%,1.3378,1.3798
11/15/2010,1.3586,1.3712,1.3752,1.3565,-0.78%,1.3377,1.383
11/12/2010,1.3693,1.3666,1.3779,1.3573,0.26%,1.3375,1.3856
11/11/2010,1.3658,1.3784,1.3823,1.3637,-0.91%,1.3372,1.3873
11/10/2010,1.3784,1.3777,1.3828,1.3672,0.04%,1.3369,1.3896
11/09/2010,1.3779,1.392,1.3975,1.375,-1.02%,1.3365,1.3908
11/08/2010,1.3921,1.4051,1.4085,1.3886,-0.81%,1.3361,1.3921
11/05/2010,1.4034,1.4216,1.425,1.4025,-1.17%,1.3355,1.3921
11/04/2010,1.42,1.4139,1.4284,1.4103,0.39%,1.3348,1.391
